Skill_ID,Skill_Name,SkillType,Category,Subcategory
BGSB257828EEF41B83F,Skill 14282,Specialized Skill,Compliance,Software Development
BGS032A5D65C13A8B05,Skill 14283,Certification,Project Management,Strategic Planning
BGSE8BFB13B294B0DA1,Skill 14284,Specialized Skill,Customer Service,Client Support
BGSD60BFC94FD8D144E,Skill 14285,Common Skill,Leadership,Audit
BGS230DE40362C04020,Skill 14286,Common Skill,Finance,Service Delivery
BGS4A7E0B9DCD1727B8,Skill 14287,Specialized Skill,Compliance,Written Communication
BGS23DB44E0E33B2010,Skill 14288,Specialized Skill,Leadership,Investment Management
BGS3544197894B91BE2,Skill 14289,Specialized Skill,Customer Service,Data Engineering
BGS119AAEEEC7DA70A0,Skill 14290,Common Skill,Finance,Operational Risk
BGSB1D9AA6A2BA91DE5,Skill 14291,Certification,Risk Management,Investment Management
BGSE09B0A56391AFEA1,Skill 14292,Common Skill,Problem Solving,Data Engineering
BGS35C4E5D1642F5F7F,Skill 14293,Certification,Problem Solving,Resource Planning
BGS22E4D6DE5CA91701,Skill 14294,Certification,Project Management,Innovation
BGS7E43BB7BD6025245,Skill 14295,Common Skill,Risk Management,Risk Assessment
BGS3221ADC57F060C8B,Skill 14296,Certification,Problem Solving,Resource Planning
BGS279887471348F1FB,Skill 14297,Specialized Skill,Problem Solving,Decision Making
BGSC75B736525D7F005,Skill 14298,Specialized Skill,Data Analysis,Agile
BGSFFD3C97411687B38,Skill 14299,Common Skill,Finance,Presentation
BGS5A898111C2AFDC61,Skill 14300,Common Skill,Communication,Reporting
BGS88F5B7AB5568F95F,Skill 14301,Certification,Project Management,Investment Management
BGS5A875AAD3DA75DF0,Skill 14302,Common Skill,Project Management,Software Development
BGS782A670DA5B66F04,Skill 14303,Common Skill,Finance,Decision Making
BGSA4E5B704092DAEBD,Skill 14304,Common Skill,Finance,Agile
BGS347FBF621DF52474,Skill 14305,Common Skill,Risk Management,Risk Assessment
BGS4FDAF82828D0290E,Skill 14306,Common Skill,Project Management,Team Management
BGSF759CBEA85E4F8EE,Skill 14307,Specialized Skill,Project Management,Written Communication
BGSE0A323BC15A76169,Skill 14308,Common Skill,Finance,Business Intelligence
BGS452291FC058C673E,Skill 14309,Certification,Communication,Infrastructure
BGS07B44C7736CE9F3B,Skill 14310,Specialized Skill,Problem Solving,Critical Thinking
BGSC493B1C8762073F1,Skill 14311,Common Skill,Technology,Decision Making
BGS54D051EBF1219719,Skill 14312,Common Skill,Leadership,Change Management
BGSE9BBBFD3B13A2249,Skill 14313,Common Skill,Project Management,Audit
BGS6E55FB78993CCAE5,Skill 14314,Specialized Skill,Finance,Client Support
BGS16AAB14B38EEABC9,Skill 14315,Specialized Skill,Compliance,Business Intelligence
BGS82C484286EC52ECB,Skill 14316,Common Skill,Finance,Policy Management
BGSCA65C85BBC34644B,Skill 14317,Specialized Skill,Data Analysis,Policy Management
BGSB10F5757AC0DB2EA,Skill 14318,Specialized Skill,Problem Solving,Client Support
BGS7941613A821CEB19,Skill 14319,Certification,Compliance,Risk Assessment
BGS11A6CEE3B4CD7683,Skill 14320,Specialized Skill,Communication,Resource Planning
BGSA154E376F5948166,Skill 14321,Specialized Skill,Compliance,Statistical Analysis
BGSDC041E9CD7B73FCC,Skill 14322,Certification,Customer Service,Presentation
BGS53B39EEE9CD6DFD7,Skill 14323,Certification,Problem Solving,Infrastructure
BGS3C9697C6F407CF56,Skill 14324,Specialized Skill,Communication,Policy Management
BGS0C66960D98A30CB5,Skill 14325,Common Skill,Risk Management,Audit
BGS5EB8CF4DBC879740,Skill 14326,Certification,Technology,Decision Making
BGSB3948B933E9C20DB,Skill 14327,Common Skill,Communication,Statistical Analysis
BGSCDA682D45BD87CCF,Skill 14328,Certification,Problem Solving,Account Management
BGS829FA92544B95F99,Skill 14329,Specialized Skill,Data Analysis,Software Development
BGS7F73E4DF03557A7B,Skill 14330,Common Skill,Customer Service,Resource Planning
BGSAECADB2E75D050F1,Skill 14331,Certification,Problem Solving,Account Management
BGS740CDD437D329562,Skill 14332,Specialized Skill,Customer Service,Infrastructure
BGS831AA25F61194D38,Skill 14333,Certification,Communication,Reporting
BGSBE0DDF4C6599837C,Skill 14334,Certification,Compliance,Operational Risk
BGS9B2D42B0B8878D54,Skill 14335,Specialized Skill,Risk Management,Data Engineering
BGSEF0F46CAC40B9326,Skill 14336,Common Skill,Customer Service,Data Engineering
BGSD101B65F9F7F5201,Skill 14337,Common Skill,Leadership,Investment Management
BGS595C30699F180C15,Skill 14338,Specialized Skill,Compliance,Presentation
BGS9FA185AB318E0FC4,Skill 14339,Common Skill,Problem Solving,Investment Management
BGS0704806BEC7BB152,Skill 14340,Specialized Skill,Problem Solving,Software Development
BGSA37AA9976A2615FF,Skill 14341,Specialized Skill,Compliance,Critical Thinking
BGSB6DFB9422F68DF54,Skill 14342,Certification,Technology,Critical Thinking
BGSE1AFD2057A5E8293,Skill 14343,Common Skill,Data Analysis,Audit
BGSA30D57002FA32554,Skill 14344,Certification,Leadership,Infrastructure
BGSEC546BE1C57994A1,Skill 14345,Certification,Compliance,Team Management
BGSBBB82B4F89B1309B,Skill 14346,Specialized Skill,Technology,Operational Risk
BGS7FBDCB39CF7C99E0,Skill 14347,Specialized Skill,Compliance,Account Management
BGS7EDA57656CD1E880,Skill 14348,Specialized Skill,Compliance,Client Support
BGS5B533B8244A4CCF4,Skill 14349,Common Skill,Communication,Policy Management
BGSAE486E464BE77432,Skill 14350,Specialized Skill,Compliance,Business Intelligence
BGS579DEDDD5D0C1400,Skill 14351,Common Skill,Customer Service,Change Management
BGS63BF22C52774DF23,Skill 14352,Certification,Finance,Market Risk
BGS003749993CD6AF46,Skill 14353,Common Skill,Leadership,Audit
BGS08181EF6E48EC5F6,Skill 14354,Specialized Skill,Finance,Market Risk
BGSF9045AD28B71521F,Skill 14355,Common Skill,Risk Management,Critical Thinking
BGS7CFA81ACEC29C2FD,Skill 14356,Specialized Skill,Compliance,Stakeholder Management
BGSEFE7321E9E7AF160,Skill 14357,Common Skill,Risk Management,Presentation
BGS7608B7A4091B104F,Skill 14358,Specialized Skill,Technology,Innovation
BGS4A6B962B7B056F76,Skill 14359,Certification,Customer Service,Waterfall
BGS46836F6F3E93464A,Skill 14360,Specialized Skill,Communication,Software Development
BGSACCD63DE606B064E,Skill 14361,Certification,Leadership,Investment Management
BGS04B89246118B3D23,Skill 14362,Specialized Skill,Customer Service,Written Communication
BGS85FB64FC91621339,Skill 14363,Certification,Compliance,Financial Analysis
BGS2BF7ED318F4DA504,Skill 14364,Certification,Problem Solving,Statistical Analysis
BGS40202812B9014730,Skill 14365,Specialized Skill,Compliance,Business Intelligence
BGS131977C2E0DA5C65,Skill 14366,Common Skill,Data Analysis,Change Management
BGS1A79A16ECE50F29E,Skill 14367,Common Skill,Leadership,Client Support
BGSFB81FAA3E0BA5B57,Skill 14368,Certification,Compliance,Team Management
BGSDA303AB1891585DA,Skill 14369,Specialized Skill,Risk Management,Software Development
BGS00B2CE1F81CBE0B6,Skill 14370,Specialized Skill,Communication,Critical Thinking
BGSE342AE10FC416333,Skill 14371,Specialized Skill,Compliance,Waterfall
BGSA0D9ECCF1C7F7950,Skill 14372,Certification,Customer Service,Service Delivery
BGS0B35ECE93AA15B6D,Skill 14373,Certification,Leadership,Strategic Planning
BGS247C9CADC95B4BBC,Skill 14374,Certification,Compliance,Investment Management
BGS80769471C9BA20D1,Skill 14375,Certification,Data Analysis,Resource Planning
BGS48A0B6BCE4E73213,Skill 14376,Common Skill,Customer Service,Change Management
BGS59CA609AAEF284EE,Skill 14377,Specialized Skill,Finance,Risk Assessment
BGS0C6AF6DFCBD30167,Skill 14378,Certification,Technology,Decision Making
BGS0AE0ADC203AD623D,Skill 14379,Common Skill,Customer Service,Account Management
BGSD88843ED1B2F54F6,Skill 14380,Specialized Skill,Compliance,Policy Management
BGS4194941D4C72BCBA,Skill 14381,Common Skill,Leadership,Team Management
BGSDBAA9F5157C143D5,Skill 14382,Specialized Skill,Problem Solving,Risk Assessment
BGSCACC482205B8D0A7,Skill 14383,Specialized Skill,Problem Solving,Team Management
BGSC9DB6D82D310F4E8,Skill 14384,Certification,Project Management,Operational Risk
BGSDE05988A4CF6CA22,Skill 14385,Common Skill,Problem Solving,Audit
BGSDEBD9D810D3680F6,Skill 14386,Certification,Problem Solving,Strategic Planning
BGS226F3FCD748EFD39,Skill 14387,Common Skill,Communication,Resource Planning
BGSCC25FEE08C970872,Skill 14388,Common Skill,Leadership,Market Risk
BGSD42DCD7303D1F13A,Skill 14389,Specialized Skill,Finance,Statistical Analysis
BGS4C30F8709427CA4D,Skill 14390,Common Skill,Project Management,Data Engineering
BGS9C614DFB2BD997E5,Skill 14391,Certification,Finance,Strategic Planning
BGSA659309A6071040A,Skill 14392,Specialized Skill,Project Management,Client Support
BGS6876568C583B8893,Skill 14393,Certification,Finance,Compliance Risk
BGSD2ECC1B38BAB1AC6,Skill 14394,Common Skill,Customer Service,Account Management
BGS9077C772D38B1A6F,Skill 14395,Common Skill,Technology,Presentation
BGSF588EC0B6B7A8F84,Skill 14396,Common Skill,Compliance,Presentation
BGS30F0694C6B81F0D5,Skill 14397,Common Skill,Data Analysis,Business Intelligence
BGS04B50BB8A138662D,Skill 14398,Common Skill,Customer Service,Market Risk
BGS6CC32AC988DE8873,Skill 14399,Common Skill,Data Analysis,Innovation
BGS057E7DC315444001,Skill 14400,Specialized Skill,Customer Service,Business Intelligence
BGSB6EEE75B3DC01F9A,Skill 14401,Common Skill,Communication,Service Delivery
BGSA1E243690EB769FC,Skill 14402,Common Skill,Technology,Written Communication
BGSEF7DC5352431F377,Skill 14403,Specialized Skill,Finance,Compliance Risk
BGS884261037D49CD31,Skill 14404,Specialized Skill,Compliance,Critical Thinking
BGSD9CA51C8686860E5,Skill 14405,Certification,Compliance,Risk Assessment
BGS0EB71303D971E140,Skill 14406,Certification,Problem Solving,Audit
BGS91199C0123410335,Skill 14407,Common Skill,Technology,Investment Management
BGSE7867EE47C08625B,Skill 14408,Certification,Risk Management,Policy Management
BGS52356B7EC209103A,Skill 14409,Specialized Skill,Communication,Stakeholder Management
BGS3E5177D000BE2F49,Skill 14410,Specialized Skill,Customer Service,Client Support
BGSA55003465B029F77,Skill 14411,Specialized Skill,Compliance,Change Management
BGS4B69D1E3D2124D84,Skill 14412,Specialized Skill,Risk Management,Agile
BGS9D9AD49E14BD3743,Skill 14413,Common Skill,Communication,Investment Management
BGS6B514E142178C809,Skill 14414,Specialized Skill,Data Analysis,Reporting
BGS5826A2D97D5B87E1,Skill 14415,Certification,Project Management,Statistical Analysis
BGS88F9966CB624F91D,Skill 14416,Specialized Skill,Technology,Agile
BGSE4A68FB623B0494D,Skill 14417,Specialized Skill,Customer Service,Stakeholder Management
BGSD23813E3FAC98C3D,Skill 14418,Common Skill,Leadership,Audit
BGS7D4CA6E9F59D04EB,Skill 14419,Common Skill,Finance,Decision Making
BGS3ABD2135FCB2FCA8,Skill 14420,Common Skill,Compliance,Service Delivery
BGSB1B414CC58917CBF,Skill 14421,Specialized Skill,Problem Solving,Critical Thinking
BGSBF8A0F40104902F2,Skill 14422,Specialized Skill,Finance,Agile
BGS3C01C88027BB3796,Skill 14423,Certification,Project Management,Software Development
BGSE926CE6B6CF0EBC3,Skill 14424,Common Skill,Risk Management,Innovation
BGSAF4598965713C2BB,Skill 14425,Specialized Skill,Communication,Service Delivery
BGS1D3B234631E5AF4F,Skill 14426,Specialized Skill,Risk Management,Statistical Analysis
BGS1218A5FA1057CA51,Skill 14427,Specialized Skill,Finance,Investment Management
BGSAA61063667F2D98A,Skill 14428,Certification,Risk Management,Service Delivery
BGSB391F2110CBE3351,Skill 14429,Specialized Skill,Problem Solving,Statistical Analysis
BGSB806C5D052003A5B,Skill 14430,Common Skill,Problem Solving,Service Delivery
BGS0C2CF07B7FF64B5B,Skill 14431,Certification,Compliance,Software Development
BGS3216DF21D4444BE9,Skill 14432,Common Skill,Technology,Waterfall
BGSB97421ABCC046F26,Skill 14433,Common Skill,Data Analysis,Team Management
BGS0579580DD2A409EB,Skill 14434,Specialized Skill,Compliance,Market Risk
BGSB7E10D39DE745398,Skill 14435,Specialized Skill,Problem Solving,Software Development
BGSCB9F272E3DDFAAD3,Skill 14436,Common Skill,Finance,Policy Management
BGSAC60992592D49B4F,Skill 14437,Certification,Compliance,Stakeholder Management
BGS66B3B6D1C3FCBA8D,Skill 14438,Certification,Compliance,Stakeholder Management
BGS62BC3FD219875339,Skill 14439,Specialized Skill,Project Management,Written Communication
BGS8A7EA1A4D2984B64,Skill 14440,Certification,Technology,Business Intelligence
BGS25EEA3137827DD5D,Skill 14441,Common Skill,Customer Service,Innovation
BGS5CB7047FE36119F0,Skill 14442,Common Skill,Problem Solving,Account Management
BGSF6E768D3A3B16466,Skill 14443,Specialized Skill,Project Management,Data Engineering
BGS1AAC210021F0DA5B,Skill 14444,Certification,Leadership,Written Communication
BGSC72BA3B0CC9DD444,Skill 14445,Certification,Communication,Compliance Risk
BGS0AFA547EA2E8EA61,Skill 14446,Specialized Skill,Communication,Service Delivery
BGS2B9D31B26598EF7D,Skill 14447,Specialized Skill,Technology,Investment Management
BGS4DEA085CFC4B89AE,Skill 14448,Certification,Communication,Presentation
BGS3260027D11DE8180,Skill 14449,Certification,Risk Management,Strategic Planning
BGS75FB23087D3F4E58,Skill 14450,Common Skill,Finance,Risk Assessment
BGSE23CCE8B0B184BC4,Skill 14451,Specialized Skill,Communication,Market Risk
BGSEC79CD35B2E11EDD,Skill 14452,Specialized Skill,Risk Management,Data Engineering
BGS4491422340A2C1E5,Skill 14453,Specialized Skill,Project Management,Critical Thinking
BGS018AEBC4C5957BA6,Skill 14454,Certification,Technology,Financial Analysis
BGSBC439F007337EF00,Skill 14455,Common Skill,Customer Service,Software Development
BGSC85A9860538D2F13,Skill 14456,Specialized Skill,Project Management,Policy Management
BGS5F38220DBF6E4860,Skill 14457,Common Skill,Communication,Data Engineering
BGS9E0CD329E2CD5844,Skill 14458,Certification,Project Management,Software Development
BGS8463C5E528F94E90,Skill 14459,Specialized Skill,Communication,Regulatory Compliance
BGS02E174555B132FBA,Skill 14460,Specialized Skill,Customer Service,Account Management
BGSF6A1887D14E7508D,Skill 14461,Certification,Technology,Waterfall
BGS31BECD69BBB7E5B7,Skill 14462,Certification,Risk Management,Reporting
BGS2BF6BE8CDEEAE7C6,Skill 14463,Specialized Skill,Communication,Account Management
BGSAEA21134001E4F01,Skill 14464,Common Skill,Communication,Account Management
BGSF8F7C5392EB67EEC,Skill 14465,Specialized Skill,Data Analysis,Investment Management
BGS8079BC41A87219BE,Skill 14466,Common Skill,Data Analysis,Market Risk
BGS71DFD08FA58873B8,Skill 14467,Common Skill,Technology,Software Development
BGSCAF28A13BD86B0A7,Skill 14468,Specialized Skill,Communication,Policy Management
BGS5ED2B1343ACAFB28,Skill 14469,Specialized Skill,Data Analysis,Strategic Planning
BGSD337F9A845A1C5B1,Skill 14470,Common Skill,Project Management,Written Communication
BGS18EBF6AE44E27984,Skill 14471,Specialized Skill,Leadership,Innovation
BGS66D1740C3E4B3EB1,Skill 14472,Common Skill,Customer Service,Presentation
BGSC2BED7BD1A150EEA,Skill 14473,Certification,Risk Management,Infrastructure
BGS6612AE073385ADE9,Skill 14474,Certification,Risk Management,Waterfall
BGSF60D15E73CE5D5C4,Skill 14475,Specialized Skill,Finance,Stakeholder Management
BGSC3EB6D316A6D042E,Skill 14476,Common Skill,Data Analysis,Audit
BGS9E391462D5B1F3FD,Skill 14477,Specialized Skill,Compliance,Regulatory Compliance
BGSBB779BF7E77FCF27,Skill 14478,Specialized Skill,Communication,Audit
BGSDE0B854CFDA0FAF8,Skill 14479,Specialized Skill,Data Analysis,Waterfall
BGS3E375602EA9C7CBA,Skill 14480,Common Skill,Risk Management,Change Management
BGS752038168267426E,Skill 14481,Certification,Technology,Software Development
BGSB1E2113EF66F5AAE,Skill 14482,Certification,Technology,Written Communication
BGS3CC813FCB9D32587,Skill 14483,Specialized Skill,Technology,Stakeholder Management
BGSBAF435831C5469A0,Skill 14484,Specialized Skill,Data Analysis,Audit
BGS2643026C46CEA075,Skill 14485,Certification,Technology,Innovation
BGS307C696215A05B83,Skill 14486,Common Skill,Leadership,Strategic Planning
BGS40CE8C0529CEB52D,Skill 14487,Certification,Project Management,Client Support
BGS60BBDD1B39532F01,Skill 14488,Specialized Skill,Project Management,Account Management
BGS24D4DACFEDA5F4D5,Skill 14489,Specialized Skill,Customer Service,Written Communication
BGS877CE6D0153CF129,Skill 14490,Common Skill,Compliance,Stakeholder Management
BGS08F4FCE5060A42D7,Skill 14491,Specialized Skill,Technology,Stakeholder Management
BGSBB4610D4ACAC6F54,Skill 14492,Specialized Skill,Finance,Software Development
BGS098E9ADCC83250EB,Skill 14493,Specialized Skill,Risk Management,Resource Planning
BGSB5AEEE5996C17EF1,Skill 14494,Certification,Communication,Stakeholder Management
BGS2FE828A9CC41EB5D,Skill 14495,Specialized Skill,Finance,Operational Risk
BGS029AC853BB5E973B,Skill 14496,Certification,Finance,Agile
BGSDF21FE0BA8543EE2,Skill 14497,Specialized Skill,Customer Service,Software Development
BGS680D8266C8407DE3,Skill 14498,Common Skill,Data Analysis,Team Management
BGS1F0F15C841F445C2,Skill 14499,Certification,Customer Service,Presentation
BGSD954B0B816DAF85C,Skill 14500,Common Skill,Customer Service,Risk Assessment
BGS9AD7F6E6FDE734B3,Skill 14501,Common Skill,Communication,Market Risk
BGS32A1D27195462038,Skill 14502,Specialized Skill,Compliance,Audit
BGSB28DC5BBACCD1B67,Skill 14503,Certification,Problem Solving,Financial Analysis
BGSF3B65F54D9F9B1D0,Skill 14504,Specialized Skill,Data Analysis,Presentation
BGSF904C5CD58315867,Skill 14505,Certification,Data Analysis,Risk Assessment
BGS60695850218D09A8,Skill 14506,Common Skill,Technology,Reporting
BGS1CB1A456F8124A86,Skill 14507,Certification,Customer Service,Operational Risk
BGS46FAC53A410AA7E8,Skill 14508,Certification,Communication,Critical Thinking
BGS7C4EB44D88AE14DE,Skill 14509,Certification,Customer Service,Waterfall
BGS62455FBFFC16BE25,Skill 14510,Common Skill,Project Management,Resource Planning
BGSB1BCC7C038452FE1,Skill 14511,Common Skill,Technology,Agile
BGSE9AA306E3C67E7A8,Skill 14512,Certification,Technology,Financial Analysis
BGSF16FA4C9AC69CA59,Skill 14513,Certification,Customer Service,Risk Assessment
BGS7814973047546C43,Skill 14514,Common Skill,Problem Solving,Agile
BGSB872AB8ED66E3249,Skill 14515,Specialized Skill,Technology,Account Management
BGSC54FF988377903D8,Skill 14516,Specialized Skill,Compliance,Waterfall
BGS3EA2CE31C6D75E50,Skill 14517,Common Skill,Finance,Agile
BGSBEFF23460D8CAF2A,Skill 14518,Certification,Customer Service,Resource Planning
BGSEDE848D39170BC20,Skill 14519,Common Skill,Communication,Software Development
BGS8103D7F3752E493D,Skill 14520,Certification,Problem Solving,Account Management
BGS95B78F2D0B0485FD,Skill 14521,Specialized Skill,Technology,Software Development
BGS30C8066BA9ED46A3,Skill 14522,Specialized Skill,Compliance,Decision Making
BGSF3BE38F01F232CD8,Skill 14523,Specialized Skill,Problem Solving,Strategic Planning
BGSA3640E5B3E1FA83A,Skill 14524,Certification,Technology,Data Engineering
BGS0291DE9661383C32,Skill 14525,Common Skill,Project Management,Resource Planning
BGS2CA85CC87C99B959,Skill 14526,Specialized Skill,Risk Management,Team Management
BGS3C103E3539171237,Skill 14527,Specialized Skill,Communication,Statistical Analysis
BGS9C09B921F1B70E7F,Skill 14528,Certification,Problem Solving,Regulatory Compliance
BGSDD6340569290AEE8,Skill 14529,Common Skill,Communication,Critical Thinking
BGSEE7177DFE0CCAD0F,Skill 14530,Common Skill,Leadership,Account Management
BGS41D56AC8AC4F07DF,Skill 14531,Specialized Skill,Communication,Risk Assessment
BGSC7659FCBA71A952A,Skill 14532,Common Skill,Project Management,Policy Management
BGSA41DAB83A968B109,Skill 14533,Common Skill,Project Management,Change Management
BGSE5859C0914D915B7,Skill 14534,Specialized Skill,Finance,Compliance Risk
BGSDB7871A8E434DAF6,Skill 14535,Certification,Compliance,Operational Risk
BGS66F2B46C14DDC42D,Skill 14536,Common Skill,Leadership,Presentation
BGSF868450E3F07EABD,Skill 14537,Specialized Skill,Customer Service,Investment Management
BGSC00074D0A728C606,Skill 14538,Specialized Skill,Compliance,Service Delivery
BGSA8E1B6B685FBAD6E,Skill 14539,Certification,Leadership,Risk Assessment
BGS8FC1087856E65516,Skill 14540,Specialized Skill,Project Management,Software Development
BGS1E3A546A721B03B6,Skill 14541,Certification,Customer Service,Waterfall
BGS9BA310D5A6E41278,Skill 14542,Specialized Skill,Customer Service,Compliance Risk
BGS9827DE2DD2C6570C,Skill 14543,Certification,Leadership,Client Support
BGS0C2454D036B175AC,Skill 14544,Certification,Problem Solving,Decision Making
BGS5BD316614CAE48D9,Skill 14545,Common Skill,Compliance,Business Intelligence
BGS72E374C44FBD8F10,Skill 14546,Specialized Skill,Risk Management,Account Management
BGS4AEF653BC176BD7C,Skill 14547,Specialized Skill,Leadership,Data Engineering
BGSA20589C26D3BFAE4,Skill 14548,Common Skill,Leadership,Written Communication
BGS200B9FCE6B752BA9,Skill 14549,Certification,Finance,Resource Planning
BGS5104566F93A307B4,Skill 14550,Common Skill,Technology,Service Delivery
BGS321A603B5B80B071,Skill 14551,Specialized Skill,Communication,Market Risk
BGSBADE8CE62E26F6C1,Skill 14552,Specialized Skill,Technology,Compliance Risk
BGS10FA7BB0D1B45023,Skill 14553,Common Skill,Finance,Waterfall
BGSE93EEBDFC469F740,Skill 14554,Common Skill,Finance,Audit
BGS5EBC344FCE6A8EAD,Skill 14555,Specialized Skill,Compliance,Strategic Planning
BGSC18868A688BD6EFB,Skill 14556,Specialized Skill,Data Analysis,Regulatory Compliance
BGS2BEB8F9C658D92DB,Skill 14557,Certification,Finance,Strategic Planning
BGS712431E8A1290D1B,Skill 14558,Common Skill,Project Management,Critical Thinking
BGS00C6DF588978F2E6,Skill 14559,Certification,Data Analysis,Policy Management
BGS8122C214B82BEDD0,Skill 14560,Common Skill,Technology,Reporting
BGS22E49040E68A0B48,Skill 14561,Certification,Leadership,Software Development
BGS2C082E2D82BC98A1,Skill 14562,Common Skill,Technology,Operational Risk
BGSC4B8C65CFC82A790,Skill 14563,Common Skill,Problem Solving,Stakeholder Management
BGS93B7CF67592CF418,Skill 14564,Certification,Leadership,Critical Thinking
BGS6BE76AE1D6E32E36,Skill 14565,Specialized Skill,Project Management,Financial Analysis
BGSE18612B240907091,Skill 14566,Certification,Data Analysis,Stakeholder Management
BGS35C76E83318130ED,Skill 14567,Common Skill,Technology,Statistical Analysis
BGS9A8851E5781D126E,Skill 14568,Common Skill,Risk Management,Regulatory Compliance
BGS5BCBD79369CD3C4E,Skill 14569,Certification,Risk Management,Innovation
BGS182831C31116E932,Skill 14570,Certification,Risk Management,Reporting
BGSB646AD372103D245,Skill 14571,Common Skill,Finance,Reporting
BGSC0A00C34AF62F1B2,Skill 14572,Common Skill,Compliance,Critical Thinking
BGS0EDA260EAFE5AAB4,Skill 14573,Specialized Skill,Customer Service,Change Management
BGS1D79D3711BFF1602,Skill 14574,Specialized Skill,Risk Management,Reporting
BGS04B3131B1702E850,Skill 14575,Certification,Leadership,Presentation
BGS7A9A43F000CAFC57,Skill 14576,Certification,Risk Management,Account Management
BGS8C776065D7C75F15,Skill 14577,Common Skill,Leadership,Software Development
BGS875C15465D7EF74C,Skill 14578,Specialized Skill,Data Analysis,Investment Management
BGS83F7D39CC5210253,Skill 14579,Certification,Problem Solving,Account Management
BGS507E302D93BF84C6,Skill 14580,Specialized Skill,Customer Service,Software Development
BGS91CD6C74842B251A,Skill 14581,Specialized Skill,Technology,Client Support
BGS59C00F3E2458C602,Skill 14582,Common Skill,Data Analysis,Presentation
BGS72EECF6E12152241,Skill 14583,Certification,Project Management,Statistical Analysis
BGS1E44E075BB9CE6C1,Skill 14584,Specialized Skill,Compliance,Policy Management
BGSC15E858B71A1B428,Skill 14585,Common Skill,Communication,Policy Management
BGS63128294E802603D,Skill 14586,Certification,Leadership,Statistical Analysis
BGS34B5B6E52D574BA3,Skill 14587,Certification,Communication,Audit
BGSA2AD3F34E902B765,Skill 14588,Specialized Skill,Project Management,Statistical Analysis
BGS858184A3EA0FEF7C,Skill 14589,Certification,Customer Service,Presentation
BGSE321CC2A2313006D,Skill 14590,Certification,Data Analysis,Risk Assessment
BGSDF30966E2D5D3306,Skill 14591,Certification,Project Management,Infrastructure
BGS77FC9D00F782A589,Skill 14592,Certification,Communication,Market Risk
BGSC5DB963BDAAFDD2A,Skill 14593,Specialized Skill,Project Management,Agile
BGS8059FD0E75512216,Skill 14594,Certification,Risk Management,Resource Planning
BGSD8F7403C5BAB8E4E,Skill 14595,Specialized Skill,Project Management,Service Delivery
BGS9A0DF1CC5D2ABD82,Skill 14596,Specialized Skill,Risk Management,Financial Analysis
BGS4A6A7CA7EA9315C3,Skill 14597,Specialized Skill,Leadership,Risk Assessment
BGS01C68CA302B94110,Skill 14598,Certification,Leadership,Business Intelligence
BGS6C07A706EEA58755,Skill 14599,Certification,Customer Service,Investment Management
BGSA47655EDB218D318,Skill 14600,Specialized Skill,Finance,Client Support
BGS4C0E438B235EDC5B,Skill 14601,Common Skill,Communication,Stakeholder Management
BGSB324287C082B1D57,Skill 14602,Common Skill,Leadership,Resource Planning
BGS2894BCB7602F19C3,Skill 14603,Common Skill,Communication,Infrastructure
BGSCB6ECE239F7C7D81,Skill 14604,Specialized Skill,Finance,Decision Making
BGSEE7DB318504D5F55,Skill 14605,Specialized Skill,Technology,Written Communication
BGS75FB208D95FEFAD3,Skill 14606,Certification,Technology,Change Management
BGS8C8E6554455930E6,Skill 14607,Certification,Technology,Operational Risk
BGS7FF386BCC925AA32,Skill 14608,Specialized Skill,Data Analysis,Decision Making
BGS0F3D146FDAB9FF9B,Skill 14609,Common Skill,Compliance,Stakeholder Management
BGSC5E85DB2CFEB9327,Skill 14610,Certification,Project Management,Data Engineering
BGS41C5466B21A4E3E8,Skill 14611,Specialized Skill,Data Analysis,Service Delivery
BGSB8D8230416DACDB1,Skill 14612,Specialized Skill,Communication,Agile
BGS61C96751BE37BC56,Skill 14613,Certification,Communication,Investment Management
BGSF09CAAACC6C5B9A8,Skill 14614,Certification,Data Analysis,Data Engineering
BGSA773E911EB908746,Skill 14615,Certification,Customer Service,Client Support
BGSEF69DB6CD50DAAE9,Skill 14616,Certification,Customer Service,Team Management
BGSD3524A9637664D79,Skill 14617,Specialized Skill,Leadership,Account Management
BGSE57F25DABC3653AB,Skill 14618,Common Skill,Data Analysis,Change Management
BGSF8CDFBDACB6BFFB9,Skill 14619,Certification,Technology,Statistical Analysis
BGS77B19BCD5B1FAB82,Skill 14620,Common Skill,Communication,Client Support
BGSA1E68BD6B7B63CEF,Skill 14621,Common Skill,Leadership,Investment Management
BGS9614A1C1F4271960,Skill 14622,Specialized Skill,Leadership,Audit
BGS604DC0F87956208D,Skill 14623,Common Skill,Problem Solving,Infrastructure
BGSAB9D484ED7651847,Skill 14624,Specialized Skill,Leadership,Account Management
BGSE2A9109099DB7CB8,Skill 14625,Common Skill,Customer Service,Audit
BGS42D492D21EB32935,Skill 14626,Certification,Technology,Audit
BGSEFFA7EC86E8A5B2A,Skill 14627,Certification,Problem Solving,Reporting
BGS20581AD42B1AD630,Skill 14628,Specialized Skill,Technology,Financial Analysis
BGS67BD3F4D88811A68,Skill 14629,Certification,Customer Service,Regulatory Compliance
BGS3A38244EE96097EA,Skill 14630,Specialized Skill,Customer Service,Data Engineering
BGSB6B9C634E2C18E70,Skill 14631,Certification,Leadership,Team Management
