JobID,RoleSet,Org Unit Number,Org Unit Name,Salary Group,People Leader Flag,Street,Suburb,Location,Cty
R19633,Role 19633,55000120,55000136 Customer Service (Manager 19633),Group 2,Non-People Leader,405 King St,Auckland,SG,IN
R19634,Role 19634,55000080,55000010 Facilities (Manager 19634),Group 1,Non-People Leader,374 Main St,Brisbane,SG,IN
R19635,Role 19635,55000062,55000093 Product (Manager 19635),Group 5,Non-People Leader,658 King St,Christchurch,UK,SG
R19636,Role 19636,55000082,55000179 Compliance (Manager 19636),Group 5,Non-People Leader,363 Queen St,Canberra,SG,AU
R19637,Role 19637,55000130,55000047 Legal (Manager 19637),Group 7,Non-People Leader,847 Main St,London,NZ,UK
R19638,Role 19638,55000009,55000154 Risk (Manager 19638),Group 1,Non-People Leader,241 King St,Melbourne,NZ,IN
R19639,Role 19639,55000168,55000001 Facilities (Manager 19639),Group 7,Non-People Leader,976 High St,Melbourne,UK,IN
R19640,Role 19640,55000177,55000117 Customer Service (Manager 19640),Group 2,Non-People Leader,163 Queen St,Melbourne,NZ,UK
R19641,Role 19641,55000052,55000045 Risk (Manager 19641),Group 7,People Leader,998 King St,Chennai,AU,AU
R19642,Role 19642,55000004,55000117 Legal (Manager 19642),Group 7,Non-People Leader,356 King St,Manchester,UK,AU
R19643,Role 19643,55000141,55000100 HR (Manager 19643),Group 1,Non-People Leader,163 King St,Edinburgh,SG,UK
R19644,Role 19644,55000019,55000131 Marketing (Manager 19644),Group 3,Non-People Leader,126 High St,Bangalore,IN,AU
R19645,Role 19645,55000114,55000120 Compliance (Manager 19645),Group 2,Non-People Leader,92 King St,Mumbai,UK,SG
R19646,Role 19646,55000185,55000016 Technology (Manager 19646),Group 2,Non-People Leader,781 Queen St,Hyderabad,NZ,NZ
R19647,Role 19647,55000130,55000089 Sales (Manager 19647),Group 6,Non-People Leader,110 Main St,London,NZ,SG
R19648,Role 19648,55000013,55000038 Customer Service (Manager 19648),Group 1,Non-People Leader,143 Main St,Hyderabad,AU,NZ
R19649,Role 19649,55000071,55000156 Strategy (Manager 19649),Group 1,People Leader,422 Main St,Hyderabad,NZ,UK
R19650,Role 19650,55000093,55000053 Technology (Manager 19650),Group 4,Non-People Leader,50 Main St,Hamilton,IN,AU
R19651,Role 19651,55000065,55000185 Legal (Manager 19651),Group 6,Non-People Leader,147 Queen St,Hamilton,AU,UK
R19652,Role 19652,55000092,55000065 Technology (Manager 19652),Group 3,Non-People Leader,978 Main St,Manchester,AU,NZ
R19653,Role 19653,55000062,55000029 Risk (Manager 19653),Group 5,Non-People Leader,625 King St,Perth,NZ,AU
R19654,Role 19654,55000070,55000082 Product (Manager 19654),Group 5,Non-People Leader,376 High St,Brisbane,UK,UK
R19655,Role 19655,55000138,55000159 Product (Manager 19655),Group 2,Non-People Leader,142 Queen St,Brisbane,SG,SG
R19656,Role 19656,55000187,55000068 Strategy (Manager 19656),Group 1,People Leader,158 Main St,Auckland,SG,AU
R19657,Role 19657,55000001,55000006 Risk (Manager 19657),Group 5,Non-People Leader,830 Main St,Bangalore,SG,UK
R19658,Role 19658,55000143,55000082 Product (Manager 19658),Group 3,Non-People Leader,304 High St,London,NZ,IN
R19659,Role 19659,55000095,55000153 Sales (Manager 19659),Group 6,Non-People Leader,844 King St,Sydney,NZ,UK
R19660,Role 19660,55000106,55000170 HR (Manager 19660),Group 7,Non-People Leader,269 Main St,Singapore,AU,AU
R19661,Role 19661,55000188,55000136 Research (Manager 19661),Group 3,Non-People Leader,880 King St,Christchurch,IN,SG
R19662,Role 19662,55000172,55000112 Facilities (Manager 19662),Group 4,People Leader,504 Queen St,Hamilton,SG,NZ
R19663,Role 19663,55000004,55000133 Product (Manager 19663),Group 5,Non-People Leader,492 King St,Hyderabad,NZ,UK
R19664,Role 19664,55000037,55000082 Operations (Manager 19664),Group 4,People Leader,365 King St,Hamilton,IN,IN
R19665,Role 19665,55000019,55000164 Communications (Manager 19665),Group 6,Non-People Leader,69 King St,Perth,AU,IN
R19666,Role 19666,55000167,55000031 Facilities (Manager 19666),Group 1,Non-People Leader,810 Queen St,Birmingham,SG,UK
R19667,Role 19667,55000176,55000191 Communications (Manager 19667),Group 3,Non-People Leader,325 King St,Bangalore,IN,NZ
R19668,Role 19668,55000090,55000194 Risk (Manager 19668),Group 6,Non-People Leader,856 High St,Perth,IN,SG
R19669,Role 19669,55000148,55000161 Operations (Manager 19669),Group 6,Non-People Leader,535 King St,Christchurch,NZ,IN
R19670,Role 19670,55000058,55000021 Research (Manager 19670),Group 1,Non-People Leader,458 King St,Brisbane,NZ,SG
R19671,Role 19671,55000059,55000067 Operations (Manager 19671),Group 2,Non-People Leader,892 King St,Chennai,UK,AU
R19672,Role 19672,55000141,55000149 Risk (Manager 19672),Group 3,Non-People Leader,576 Main St,Sydney,AU,IN
R19673,Role 19673,55000165,55000084 Communications (Manager 19673),Group 4,People Leader,522 High St,London,IN,SG
R19674,Role 19674,55000032,55000106 Research (Manager 19674),Group 1,Non-People Leader,174 King St,London,AU,IN
R19675,Role 19675,55000195,55000061 Operations (Manager 19675),Group 5,Non-People Leader,654 Queen St,Mumbai,AU,SG
R19676,Role 19676,55000059,55000075 Legal (Manager 19676),Group 3,Non-People Leader,780 Queen St,Bangalore,SG,AU
R19677,Role 19677,55000022,55000003 Communications (Manager 19677),Group 3,People Leader,519 Main St,Hyderabad,SG,UK
R19678,Role 19678,55000048,55000181 Finance (Manager 19678),Group 4,Non-People Leader,236 High St,Edinburgh,NZ,IN
R19679,Role 19679,55000033,55000024 Technology (Manager 19679),Group 2,People Leader,523 High St,Melbourne,AU,AU
R19680,Role 19680,55000171,55000091 Finance (Manager 19680),Group 3,Non-People Leader,158 High St,Canberra,UK,UK
R19681,Role 19681,55000083,55000175 Operations (Manager 19681),Group 5,Non-People Leader,304 King St,Perth,IN,AU
R19682,Role 19682,55000152,55000102 Risk (Manager 19682),Group 1,People Leader,376 King St,London,UK,SG
R19683,Role 19683,55000092,55000119 Product (Manager 19683),Group 7,Non-People Leader,46 Main St,Hamilton,AU,SG
R19684,Role 19684,55000153,55000036 HR (Manager 19684),Group 5,People Leader,649 High St,Wellington,IN,AU
R19685,Role 19685,55000157,55000141 Product (Manager 19685),Group 4,Non-People Leader,599 High St,Canberra,AU,SG
R19686,Role 19686,55000161,55000081 Sales (Manager 19686),Group 5,Non-People Leader,984 King St,Sydney,UK,NZ
R19687,Role 19687,55000134,55000093 Finance (Manager 19687),Group 7,Non-People Leader,728 King St,Hyderabad,UK,UK
R19688,Role 19688,55000006,55000172 Marketing (Manager 19688),Group 6,Non-People Leader,651 High St,Sydney,AU,IN
R19689,Role 19689,55000162,55000117 Operations (Manager 19689),Group 7,Non-People Leader,782 Queen St,Chennai,NZ,IN
R19690,Role 19690,55000105,55000034 Technology (Manager 19690),Group 6,Non-People Leader,839 Main St,Christchurch,NZ,SG
R19691,Role 19691,55000017,55000053 Technology (Manager 19691),Group 4,People Leader,463 King St,Hyderabad,UK,AU
R19692,Role 19692,55000175,55000105 Product (Manager 19692),Group 4,Non-People Leader,511 High St,Wellington,AU,SG
R19693,Role 19693,55000010,55000186 Research (Manager 19693),Group 6,Non-People Leader,983 King St,Canberra,NZ,SG
R19694,Role 19694,55000021,55000018 Marketing (Manager 19694),Group 7,Non-People Leader,811 King St,Manchester,SG,IN
R19695,Role 19695,55000096,55000157 Finance (Manager 19695),Group 5,Non-People Leader,172 Main St,Sydney,NZ,NZ
R19696,Role 19696,55000124,55000175 Risk (Manager 19696),Group 3,Non-People Leader,375 Main St,Chennai,AU,IN
R19697,Role 19697,55000080,55000110 Finance (Manager 19697),Group 7,Non-People Leader,511 Queen St,Auckland,SG,IN
R19698,Role 19698,55000002,55000155 Legal (Manager 19698),Group 1,Non-People Leader,746 High St,Canberra,NZ,IN
R19699,Role 19699,55000125,55000072 Sales (Manager 19699),Group 5,People Leader,314 High St,Birmingham,NZ,UK
R19700,Role 19700,55000122,55000135 Research (Manager 19700),Group 1,Non-People Leader,957 Queen St,Singapore,SG,IN
R19701,Role 19701,55000053,55000123 Compliance (Manager 19701),Group 7,Non-People Leader,215 King St,Chennai,AU,NZ
R19702,Role 19702,55000157,55000033 Finance (Manager 19702),Group 6,Non-People Leader,8 Queen St,Brisbane,AU,SG
R19703,Role 19703,55000130,55000069 HR (Manager 19703),Group 6,Non-People Leader,986 King St,Perth,AU,UK
R19704,Role 19704,55000105,55000003 Risk (Manager 19704),Group 2,Non-People Leader,264 King St,Hamilton,NZ,SG
R19705,Role 19705,55000109,55000009 Research (Manager 19705),Group 2,Non-People Leader,994 Queen St,Melbourne,UK,SG
R19706,Role 19706,55000179,55000041 Legal (Manager 19706),Group 3,Non-People Leader,495 King St,Melbourne,NZ,NZ
R19707,Role 19707,55000072,55000091 Product (Manager 19707),Group 2,People Leader,579 Main St,Mumbai,AU,UK
R19708,Role 19708,55000176,55000066 Strategy (Manager 19708),Group 7,People Leader,478 Main St,Bangalore,NZ,UK
R19709,Role 19709,55000064,55000191 Operations (Manager 19709),Group 6,Non-People Leader,71 King St,Birmingham,NZ,UK
R19710,Role 19710,55000126,55000017 Communications (Manager 19710),Group 1,Non-People Leader,911 Queen St,Auckland,IN,SG
R19711,Role 19711,55000105,55000195 Research (Manager 19711),Group 6,Non-People Leader,881 Queen St,Sydney,NZ,NZ
R19712,Role 19712,55000151,55000126 Product (Manager 19712),Group 1,Non-People Leader,23 Main St,Manchester,UK,IN
R19713,Role 19713,55000153,55000082 Communications (Manager 19713),Group 3,Non-People Leader,678 Main St,Singapore,SG,AU
R19714,Role 19714,55000129,55000036 Strategy (Manager 19714),Group 7,People Leader,313 King St,Christchurch,NZ,IN
R19715,Role 19715,55000012,55000090 Facilities (Manager 19715),Group 4,Non-People Leader,456 High St,Perth,SG,AU
R19716,Role 19716,55000034,55000064 Sales (Manager 19716),Group 3,People Leader,887 Queen St,London,SG,UK
R19717,Role 19717,55000186,55000192 Customer Service (Manager 19717),Group 1,People Leader,824 High St,Manchester,AU,IN
R19718,Role 19718,55000106,55000050 Customer Service (Manager 19718),Group 4,Non-People Leader,501 Main St,Manchester,AU,SG
R19719,Role 19719,55000102,55000174 HR (Manager 19719),Group 7,Non-People Leader,460 Main St,London,IN,SG
R19720,Role 19720,55000153,55000002 Research (Manager 19720),Group 4,Non-People Leader,471 King St,Edinburgh,NZ,UK
R19721,Role 19721,55000146,55000172 Strategy (Manager 19721),Group 6,People Leader,321 King St,Sydney,UK,IN
R19722,Role 19722,55000063,55000099 Communications (Manager 19722),Group 6,Non-People Leader,535 Main St,Hyderabad,NZ,SG
R19723,Role 19723,55000160,55000067 Strategy (Manager 19723),Group 1,Non-People Leader,413 High St,Melbourne,UK,NZ
R19724,Role 19724,55000187,55000008 Marketing (Manager 19724),Group 1,Non-People Leader,70 Main St,Birmingham,AU,SG
R19725,Role 19725,55000018,55000150 Research (Manager 19725),Group 4,Non-People Leader,369 High St,Chennai,NZ,SG
R19726,Role 19726,55000146,55000022 Communications (Manager 19726),Group 4,Non-People Leader,250 King St,Manchester,NZ,IN
R19727,Role 19727,55000021,55000021 Risk (Manager 19727),Group 2,Non-People Leader,230 King St,Brisbane,NZ,AU
R19728,Role 19728,55000064,55000089 Legal (Manager 19728),Group 2,Non-People Leader,541 King St,Christchurch,IN,SG
R19729,Role 19729,55000189,55000076 Finance (Manager 19729),Group 1,Non-People Leader,679 King St,Brisbane,IN,UK
R19730,Role 19730,55000177,55000123 Customer Service (Manager 19730),Group 7,Non-People Leader,19 Queen St,Wellington,UK,AU
R19731,Role 19731,55000021,55000176 Marketing (Manager 19731),Group 1,Non-People Leader,924 Queen St,Wellington,SG,UK
R19732,Role 19732,55000085,55000054 Sales (Manager 19732),Group 4,People Leader,274 King St,Singapore,AU,UK
R19733,Role 19733,55000100,55000128 Customer Service (Manager 19733),Group 4,Non-People Leader,608 Main St,Christchurch,SG,AU
R19734,Role 19734,55000192,55000149 Compliance (Manager 19734),Group 1,Non-People Leader,354 King St,Sydney,NZ,AU
R19735,Role 19735,55000045,55000089 Finance (Manager 19735),Group 5,Non-People Leader,962 King St,Edinburgh,IN,NZ
R19736,Role 19736,55000158,55000183 Risk (Manager 19736),Group 7,People Leader,560 High St,Christchurch,IN,AU
R19737,Role 19737,55000119,55000110 HR (Manager 19737),Group 1,Non-People Leader,813 King St,Singapore,UK,AU
R19738,Role 19738,55000194,55000047 Facilities (Manager 19738),Group 7,Non-People Leader,689 Main St,Mumbai,AU,IN
R19739,Role 19739,55000006,55000054 Risk (Manager 19739),Group 1,People Leader,947 King St,Canberra,NZ,AU
R19740,Role 19740,55000098,55000137 Compliance (Manager 19740),Group 1,Non-People Leader,560 High St,London,UK,SG
R19741,Role 19741,55000122,55000191 Communications (Manager 19741),Group 6,Non-People Leader,554 Main St,Sydney,AU,UK
R19742,Role 19742,55000180,55000168 Sales (Manager 19742),Group 2,People Leader,919 Queen St,London,SG,UK
R19743,Role 19743,55000084,55000069 Legal (Manager 19743),Group 7,People Leader,200 Main St,Bangalore,UK,AU
R19744,Role 19744,55000154,55000153 Risk (Manager 19744),Group 3,People Leader,148 High St,Perth,SG,AU
R19745,Role 19745,55000069,55000080 Operations (Manager 19745),Group 3,Non-People Leader,962 Queen St,Manchester,IN,AU
R19746,Role 19746,55000171,55000171 Technology (Manager 19746),Group 3,People Leader,328 Main St,Manchester,UK,SG
R19747,Role 19747,55000115,55000083 Sales (Manager 19747),Group 3,Non-People Leader,118 Queen St,Perth,UK,NZ
R19748,Role 19748,55000033,55000130 Compliance (Manager 19748),Group 4,Non-People Leader,153 Main St,Chennai,SG,IN
R19749,Role 19749,55000020,55000161 Customer Service (Manager 19749),Group 5,Non-People Leader,743 King St,Birmingham,UK,UK
R19750,Role 19750,55000066,55000138 Finance (Manager 19750),Group 7,Non-People Leader,350 King St,Perth,IN,SG
R19751,Role 19751,55000120,55000019 Sales (Manager 19751),Group 7,Non-People Leader,397 High St,Hyderabad,IN,AU
R19752,Role 19752,55000007,55000135 Sales (Manager 19752),Group 5,Non-People Leader,637 High St,Melbourne,NZ,NZ
R19753,Role 19753,55000085,55000110 Product (Manager 19753),Group 3,People Leader,91 Main St,Manchester,IN,AU
R19754,Role 19754,55000175,55000028 Legal (Manager 19754),Group 1,Non-People Leader,474 High St,Brisbane,AU,SG
R19755,Role 19755,55000068,55000024 Compliance (Manager 19755),Group 4,Non-People Leader,238 High St,Auckland,SG,NZ
R19756,Role 19756,55000191,55000044 Customer Service (Manager 19756),Group 4,Non-People Leader,281 King St,Perth,AU,IN
R19757,Role 19757,55000166,55000186 Communications (Manager 19757),Group 2,Non-People Leader,130 High St,Hyderabad,IN,NZ
R19758,Role 19758,55000116,55000019 Sales (Manager 19758),Group 1,Non-People Leader,409 High St,Manchester,AU,SG
R19759,Role 19759,55000181,55000132 Compliance (Manager 19759),Group 4,Non-People Leader,29 High St,Chennai,UK,SG
R19760,Role 19760,55000019,55000047 Marketing (Manager 19760),Group 3,Non-People Leader,932 Main St,Singapore,IN,AU
R19761,Role 19761,55000112,55000195 Technology (Manager 19761),Group 4,Non-People Leader,734 King St,Hamilton,SG,IN
R19762,Role 19762,55000056,55000175 Marketing (Manager 19762),Group 2,Non-People Leader,54 Main St,Singapore,NZ,IN
R19763,Role 19763,55000157,55000142 Customer Service (Manager 19763),Group 4,Non-People Leader,836 Main St,Canberra,UK,IN
R19764,Role 19764,55000127,55000091 Finance (Manager 19764),Group 3,People Leader,66 Queen St,Mumbai,NZ,SG
R19765,Role 19765,55000150,55000056 Product (Manager 19765),Group 2,Non-People Leader,914 Queen St,Perth,IN,NZ
R19766,Role 19766,55000149,55000096 Compliance (Manager 19766),Group 2,Non-People Leader,710 Main St,Birmingham,SG,UK
R19767,Role 19767,55000073,55000184 Sales (Manager 19767),Group 2,People Leader,555 Main St,Singapore,UK,AU
R19768,Role 19768,55000080,55000190 Product (Manager 19768),Group 3,Non-People Leader,748 Main St,Wellington,NZ,SG
R19769,Role 19769,55000058,55000012 Legal (Manager 19769),Group 5,Non-People Leader,31 Main St,Chennai,AU,IN
R19770,Role 19770,55000037,55000180 Risk (Manager 19770),Group 3,Non-People Leader,80 Queen St,Brisbane,UK,SG
R19771,Role 19771,55000171,55000090 Legal (Manager 19771),Group 2,People Leader,667 Main St,Edinburgh,UK,IN
R19772,Role 19772,55000080,55000061 Product (Manager 19772),Group 3,Non-People Leader,991 High St,Mumbai,AU,AU
R19773,Role 19773,55000025,55000007 Customer Service (Manager 19773),Group 4,Non-People Leader,34 Queen St,Melbourne,NZ,SG
R19774,Role 19774,55000093,55000015 Customer Service (Manager 19774),Group 6,Non-People Leader,712 High St,Hamilton,SG,SG
R19775,Role 19775,55000111,55000038 Operations (Manager 19775),Group 1,People Leader,670 Queen St,Melbourne,NZ,SG
R19776,Role 19776,55000031,55000004 Finance (Manager 19776),Group 4,People Leader,426 Main St,Sydney,NZ,AU
R19777,Role 19777,55000177,55000090 Marketing (Manager 19777),Group 4,People Leader,935 Queen St,Auckland,NZ,AU
R19778,Role 19778,55000185,55000116 Strategy (Manager 19778),Group 1,Non-People Leader,648 King St,Canberra,UK,IN
R19779,Role 19779,55000140,55000118 Technology (Manager 19779),Group 6,Non-People Leader,146 Queen St,Bangalore,SG,AU
R19780,Role 19780,55000044,55000142 Operations (Manager 19780),Group 6,Non-People Leader,269 High St,Singapore,SG,SG
R19781,Role 19781,55000031,55000116 Product (Manager 19781),Group 4,Non-People Leader,399 Queen St,London,NZ,UK
R19782,Role 19782,55000177,55000095 Communications (Manager 19782),Group 7,Non-People Leader,673 King St,Christchurch,IN,UK
R19783,Role 19783,55000188,55000028 Technology (Manager 19783),Group 4,People Leader,399 King St,Sydney,IN,AU
R19784,Role 19784,55000071,55000125 Finance (Manager 19784),Group 1,People Leader,25 Main St,Brisbane,SG,UK
R19785,Role 19785,55000032,55000133 HR (Manager 19785),Group 7,People Leader,744 Queen St,Manchester,UK,UK
R19786,Role 19786,55000199,55000125 Communications (Manager 19786),Group 3,Non-People Leader,431 Main St,Birmingham,UK,IN
R19787,Role 19787,55000122,55000019 Marketing (Manager 19787),Group 1,Non-People Leader,91 King St,Melbourne,UK,NZ
R19788,Role 19788,55000028,55000066 Communications (Manager 19788),Group 4,People Leader,989 High St,Brisbane,AU,NZ
R19789,Role 19789,55000076,55000112 Risk (Manager 19789),Group 1,Non-People Leader,451 King St,London,UK,UK
R19790,Role 19790,55000113,55000144 Marketing (Manager 19790),Group 2,Non-People Leader,225 King St,Birmingham,NZ,IN
R19791,Role 19791,55000007,55000084 Facilities (Manager 19791),Group 6,Non-People Leader,22 Main St,Birmingham,NZ,NZ
R19792,Role 19792,55000025,55000067 Finance (Manager 19792),Group 4,People Leader,665 King St,Manchester,NZ,UK
R19793,Role 19793,55000010,55000065 Research (Manager 19793),Group 1,Non-People Leader,479 Queen St,London,UK,NZ
R19794,Role 19794,55000115,55000007 Facilities (Manager 19794),Group 3,Non-People Leader,845 King St,Hamilton,UK,SG
R19795,Role 19795,55000118,55000110 Product (Manager 19795),Group 3,Non-People Leader,908 Queen St,Singapore,IN,IN
R19796,Role 19796,55000055,55000115 Facilities (Manager 19796),Group 6,Non-People Leader,697 High St,Singapore,AU,NZ
R19797,Role 19797,55000011,55000024 Research (Manager 19797),Group 5,Non-People Leader,136 Main St,Singapore,SG,UK
R19798,Role 19798,55000107,55000161 Technology (Manager 19798),Group 6,People Leader,354 High St,Hyderabad,NZ,AU
R19799,Role 19799,55000035,55000143 Customer Service (Manager 19799),Group 5,Non-People Leader,427 Queen St,Christchurch,UK,AU
R19800,Role 19800,55000009,55000142 Marketing (Manager 19800),Group 3,Non-People Leader,586 High St,Auckland,SG,IN
R19801,Role 19801,55000049,55000039 HR (Manager 19801),Group 1,Non-People Leader,859 King St,Singapore,NZ,AU
R19802,Role 19802,55000180,55000165 Customer Service (Manager 19802),Group 1,Non-People Leader,654 Main St,Wellington,UK,IN
R19803,Role 19803,55000010,55000100 Operations (Manager 19803),Group 6,People Leader,111 Main St,Hamilton,SG,SG
R19804,Role 19804,55000153,55000086 Facilities (Manager 19804),Group 2,Non-People Leader,679 High St,Hyderabad,SG,SG
R19805,Role 19805,55000192,55000054 Compliance (Manager 19805),Group 3,Non-People Leader,110 Queen St,Sydney,UK,SG
R19806,Role 19806,55000002,55000151 Compliance (Manager 19806),Group 2,Non-People Leader,626 King St,Edinburgh,NZ,IN
R19807,Role 19807,55000189,55000004 Research (Manager 19807),Group 7,People Leader,973 High St,Hyderabad,UK,AU
R19808,Role 19808,55000108,55000050 Sales (Manager 19808),Group 5,Non-People Leader,74 Main St,Chennai,NZ,NZ
R19809,Role 19809,55000043,55000161 Finance (Manager 19809),Group 5,People Leader,201 High St,Edinburgh,IN,IN
R19810,Role 19810,55000050,55000094 Product (Manager 19810),Group 7,People Leader,87 High St,Hamilton,SG,NZ
R19811,Role 19811,55000011,55000145 Finance (Manager 19811),Group 1,People Leader,90 High St,Christchurch,SG,NZ
R19812,Role 19812,55000097,55000026 Communications (Manager 19812),Group 1,Non-People Leader,877 Main St,Christchurch,SG,SG
R19813,Role 19813,55000145,55000143 Customer Service (Manager 19813),Group 5,Non-People Leader,463 King St,Manchester,AU,AU
R19814,Role 19814,55000131,55000049 Sales (Manager 19814),Group 5,Non-People Leader,307 Queen St,Melbourne,IN,IN
R19815,Role 19815,55000171,55000107 HR (Manager 19815),Group 4,Non-People Leader,544 High St,Chennai,IN,AU
R19816,Role 19816,55000030,55000098 Customer Service (Manager 19816),Group 2,Non-People Leader,493 King St,Chennai,NZ,AU
R19817,Role 19817,55000109,55000077 Facilities (Manager 19817),Group 7,Non-People Leader,60 High St,Hamilton,UK,AU
R19818,Role 19818,55000023,55000147 Risk (Manager 19818),Group 7,Non-People Leader,383 King St,Perth,AU,UK
R19819,Role 19819,55000181,55000090 Facilities (Manager 19819),Group 4,Non-People Leader,152 Main St,Sydney,NZ,AU
R19820,Role 19820,55000104,55000121 Legal (Manager 19820),Group 7,Non-People Leader,271 King St,Manchester,IN,SG
R19821,Role 19821,55000066,55000045 Product (Manager 19821),Group 6,Non-People Leader,856 Queen St,Melbourne,IN,NZ
R19822,Role 19822,55000161,55000135 Research (Manager 19822),Group 3,Non-People Leader,606 Main St,Christchurch,SG,AU
R19823,Role 19823,55000176,55000107 Sales (Manager 19823),Group 1,People Leader,851 Queen St,Bangalore,SG,NZ
R19824,Role 19824,55000120,55000127 Facilities (Manager 19824),Group 5,Non-People Leader,977 High St,Auckland,AU,IN
R19825,Role 19825,55000155,55000049 Legal (Manager 19825),Group 5,People Leader,67 High St,Birmingham,NZ,SG
R19826,Role 19826,55000120,55000025 Finance (Manager 19826),Group 4,Non-People Leader,870 High St,Brisbane,UK,NZ
R19827,Role 19827,55000149,55000140 Legal (Manager 19827),Group 4,Non-People Leader,337 Queen St,Singapore,UK,SG
R19828,Role 19828,55000142,55000082 Sales (Manager 19828),Group 6,Non-People Leader,64 Queen St,Canberra,AU,AU
R19829,Role 19829,55000115,55000162 Research (Manager 19829),Group 4,Non-People Leader,496 King St,Singapore,IN,UK
R19830,Role 19830,55000023,55000062 Legal (Manager 19830),Group 5,Non-People Leader,343 High St,Auckland,SG,IN
R19831,Role 19831,55000064,55000060 Legal (Manager 19831),Group 4,People Leader,705 High St,Perth,SG,AU
R19832,Role 19832,55000083,55000121 HR (Manager 19832),Group 7,Non-People Leader,211 Main St,Melbourne,SG,UK
R19833,Role 19833,55000005,55000148 Technology (Manager 19833),Group 7,Non-People Leader,570 High St,Birmingham,IN,SG
R19834,Role 19834,55000048,55000182 Marketing (Manager 19834),Group 7,People Leader,952 High St,Manchester,UK,NZ
R19835,Role 19835,55000167,55000169 HR (Manager 19835),Group 4,Non-People Leader,613 King St,Sydney,UK,AU
R19836,Role 19836,55000009,55000168 Legal (Manager 19836),Group 6,Non-People Leader,149 King St,Canberra,SG,IN
R19837,Role 19837,55000171,55000047 Technology (Manager 19837),Group 7,Non-People Leader,672 Main St,Singapore,NZ,SG
R19838,Role 19838,55000200,55000100 Sales (Manager 19838),Group 2,Non-People Leader,64 King St,Manchester,UK,SG
R19839,Role 19839,55000055,55000086 Risk (Manager 19839),Group 4,Non-People Leader,29 High St,Manchester,NZ,UK
R19840,Role 19840,55000176,55000139 Compliance (Manager 19840),Group 3,Non-People Leader,399 Queen St,Sydney,SG,UK
R19841,Role 19841,55000141,55000130 Facilities (Manager 19841),Group 7,Non-People Leader,427 Main St,London,NZ,UK
R19842,Role 19842,55000174,55000101 Legal (Manager 19842),Group 2,People Leader,347 High St,Wellington,UK,SG
R19843,Role 19843,55000026,55000073 Product (Manager 19843),Group 4,Non-People Leader,636 High St,Singapore,IN,AU
R19844,Role 19844,55000004,55000182 Product (Manager 19844),Group 4,Non-People Leader,392 Queen St,Birmingham,UK,IN
R19845,Role 19845,55000080,55000058 Research (Manager 19845),Group 1,Non-People Leader,536 King St,Singapore,NZ,UK
R19846,Role 19846,55000158,55000051 Legal (Manager 19846),Group 1,Non-People Leader,117 High St,Singapore,SG,SG
R19847,Role 19847,55000020,55000150 Research (Manager 19847),Group 3,Non-People Leader,850 Main St,Auckland,AU,UK
R19848,Role 19848,55000189,55000033 Product (Manager 19848),Group 1,Non-People Leader,240 High St,Melbourne,IN,UK
R19849,Role 19849,55000088,55000107 Communications (Manager 19849),Group 1,People Leader,817 King St,Edinburgh,AU,IN
R19850,Role 19850,55000063,55000139 Compliance (Manager 19850),Group 1,People Leader,706 Main St,Mumbai,AU,UK
R19851,Role 19851,55000100,55000076 Product (Manager 19851),Group 2,Non-People Leader,685 High St,Brisbane,NZ,NZ
R19852,Role 19852,55000046,55000174 Technology (Manager 19852),Group 3,Non-People Leader,770 High St,Chennai,SG,NZ
R19853,Role 19853,55000042,55000047 HR (Manager 19853),Group 7,Non-People Leader,853 Queen St,Auckland,NZ,SG
R19854,Role 19854,55000042,55000173 Product (Manager 19854),Group 4,Non-People Leader,555 Queen St,Manchester,UK,NZ
R19855,Role 19855,55000187,55000049 Sales (Manager 19855),Group 5,Non-People Leader,834 High St,Mumbai,IN,IN
R19856,Role 19856,55000009,55000026 Finance (Manager 19856),Group 3,Non-People Leader,227 Main St,Chennai,UK,AU
R19857,Role 19857,55000142,55000191 Compliance (Manager 19857),Group 5,Non-People Leader,146 Queen St,Singapore,AU,NZ
R19858,Role 19858,55000007,55000151 Research (Manager 19858),Group 1,Non-People Leader,777 Queen St,Perth,IN,NZ
R19859,Role 19859,55000110,55000177 Facilities (Manager 19859),Group 6,Non-People Leader,257 King St,Canberra,SG,IN
R19860,Role 19860,55000174,55000133 Research (Manager 19860),Group 3,Non-People Leader,826 Main St,Canberra,AU,UK
R19861,Role 19861,55000180,55000155 Sales (Manager 19861),Group 7,Non-People Leader,648 Queen St,Edinburgh,IN,AU
R19862,Role 19862,55000162,55000187 Customer Service (Manager 19862),Group 2,Non-People Leader,929 King St,Auckland,NZ,NZ
R19863,Role 19863,55000034,55000029 Finance (Manager 19863),Group 6,Non-People Leader,181 High St,Birmingham,UK,SG
R19864,Role 19864,55000009,55000171 Product (Manager 19864),Group 4,People Leader,59 Queen St,Chennai,SG,SG
R19865,Role 19865,55000062,55000178 Facilities (Manager 19865),Group 5,People Leader,41 Main St,Singapore,UK,IN
R19866,Role 19866,55000042,55000194 Customer Service (Manager 19866),Group 5,Non-People Leader,343 Main St,Hyderabad,AU,UK
R19867,Role 19867,55000198,55000103 Risk (Manager 19867),Group 1,Non-People Leader,933 King St,Hyderabad,IN,AU
R19868,Role 19868,55000151,55000057 Customer Service (Manager 19868),Group 3,Non-People Leader,98 King St,Hyderabad,UK,AU
