skill_id,name,skill_type,category,subcategory,description,aliases,related_skills,prerequisites
BGS12FF74E4A7BF1605,Skill 15337,COMMON,Technology,Data Engineering,,[],[],[]
BGSA50D4A33A8CA619C,Skill 15338,CERTIFICATION,Communication,Compliance Risk,,[],[],[]
BGSA2B96AD9A8EB38C1,Skill 15339,CERTIFICATION,Problem Solving,Client Support,,[],[],[]
BGSB090717BEE749A06,Skill 15340,SPECIALIZED,Risk Management,Strategic Planning,,[],[],[]
BGSDCF702A79E1E2949,Skill 15341,COMMON,Communication,Change Management,,[],[],[]
BGSCFEAF8D87EB047A0,Skill 15342,CERTIFICATION,Project Management,Financial Analysis,,[],[],[]
BGS592ADD56589D3317,Skill 15343,CERTIFICATION,Data Analysis,Client Support,,[],[],[]
BGS1DB135ABB7B4694E,Skill 15344,COMMON,Technology,Client Support,,[],[],[]
BGSBDF1C282A879076F,Skill 15345,SPECIALIZED,Data Analysis,Agile,,[],[],[]
BGS7488B7CE948AEE2A,Skill 15346,SPECIALIZED,Data Analysis,Client Support,,[],[],[]
BGS6A005EBDC1A06C1A,Skill 15347,CERTIFICATION,Finance,Compliance Risk,,[],[],[]
BGS1E07CD03F27A99CC,Skill 15348,CERTIFICATION,Compliance,Decision Making,,[],[],[]
BGS59109D894C7359BB,Skill 15349,COMMON,Compliance,Business Intelligence,,[],[],[]
BGS80E81D809CCE676E,Skill 15350,CERTIFICATION,Project Management,Agile,,[],[],[]
BGS1CD4FB6719425BF9,Skill 15351,CERTIFICATION,Compliance,Innovation,,[],[],[]
BGSE78FD37E964B7CA3,Skill 15352,SPECIALIZED,Communication,Presentation,,[],[],[]
BGSD73114BEBB2A452C,Skill 15353,CERTIFICATION,Technology,Stakeholder Management,,[],[],[]
BGSB01A08EF82C7457A,Skill 15354,COMMON,Leadership,Innovation,,[],[],[]
BGSC3AD09FA130D5CF1,Skill 15355,SPECIALIZED,Project Management,Infrastructure,,[],[],[]
BGS6E7BC6CC562B13C6,Skill 15356,CERTIFICATION,Risk Management,Agile,,[],[],[]
BGS045EB6107BA6B955,Skill 15357,CERTIFICATION,Project Management,Change Management,,[],[],[]
BGSBE44180FE233F2F4,Skill 15358,CERTIFICATION,Finance,Resource Planning,,[],[],[]
BGS700A52EB0A78495F,Skill 15359,SPECIALIZED,Finance,Infrastructure,,[],[],[]
BGSA820AC0209DD0B69,Skill 15360,CERTIFICATION,Technology,Decision Making,,[],[],[]
BGS44D43DFF6C1FB738,Skill 15361,SPECIALIZED,Problem Solving,Compliance Risk,,[],[],[]
BGSDD9A88F117B336FA,Skill 15362,COMMON,Data Analysis,Agile,,[],[],[]
BGS88245C19E9877683,Skill 15363,CERTIFICATION,Problem Solving,Team Management,,[],[],[]
BGS8DD03EB36305D0E4,Skill 15364,COMMON,Finance,Software Development,,[],[],[]
BGS04D5360F8FD9F340,Skill 15365,COMMON,Technology,Strategic Planning,,[],[],[]
BGSF9D7FF46A5D0E54A,Skill 15366,COMMON,Technology,Statistical Analysis,,[],[],[]
BGSAE0485D70E412F06,Skill 15367,COMMON,Finance,Risk Assessment,,[],[],[]
BGS4FE2A8C02563ACBB,Skill 15368,SPECIALIZED,Technology,Account Management,,[],[],[]
BGSA0485E5ACCFA8A10,Skill 15369,COMMON,Communication,Risk Assessment,,[],[],[]
BGSEB2DFA973547DB76,Skill 15370,SPECIALIZED,Leadership,Reporting,,[],[],[]
BGS7F1B9BF09407CC9F,Skill 15371,COMMON,Problem Solving,Critical Thinking,,[],[],[]
BGS51F51D1186463F0F,Skill 15372,COMMON,Problem Solving,Critical Thinking,,[],[],[]
BGSABC6E3DA94ADE456,Skill 15373,CERTIFICATION,Communication,Software Development,,[],[],[]
BGSC2A7F87D9ECDD96F,Skill 15374,COMMON,Customer Service,Resource Planning,,[],[],[]
BGSEB1342A4366598F0,Skill 15375,COMMON,Leadership,Service Delivery,,[],[],[]
BGS7584F21C36F64AC7,Skill 15376,CERTIFICATION,Problem Solving,Strategic Planning,,[],[],[]
BGSCB65C089D482EBD5,Skill 15377,SPECIALIZED,Technology,Team Management,,[],[],[]
BGS8D80989E8755A981,Skill 15378,SPECIALIZED,Finance,Presentation,,[],[],[]
BGS0B899FEB43D6FD87,Skill 15379,SPECIALIZED,Technology,Agile,,[],[],[]
BGS5DD68A433EF5E520,Skill 15380,CERTIFICATION,Problem Solving,Service Delivery,,[],[],[]
BGS5F191E854CEC43B2,Skill 15381,CERTIFICATION,Finance,Account Management,,[],[],[]
BGSFBAEB4B4DE1E61EC,Skill 15382,COMMON,Project Management,Innovation,,[],[],[]
BGSEC342C121DE8F503,Skill 15383,COMMON,Data Analysis,Audit,,[],[],[]
BGSE11C61C5E4E88653,Skill 15384,CERTIFICATION,Customer Service,Waterfall,,[],[],[]
BGS462BBC0514BFEF74,Skill 15385,SPECIALIZED,Data Analysis,Operational Risk,,[],[],[]
BGSE05D702537A8F2E9,Skill 15386,CERTIFICATION,Risk Management,Data Engineering,,[],[],[]
BGS550DD7D2AE663D55,Skill 15387,SPECIALIZED,Project Management,Reporting,,[],[],[]
BGSF53DDB51D57366D2,Skill 15388,CERTIFICATION,Finance,Software Development,,[],[],[]
BGS1685FFD899AC8057,Skill 15389,COMMON,Problem Solving,Decision Making,,[],[],[]
BGS62CB2391AADF7637,Skill 15390,SPECIALIZED,Risk Management,Critical Thinking,,[],[],[]
BGS320C75DB8433CC43,Skill 15391,CERTIFICATION,Technology,Change Management,,[],[],[]
BGS3E48B01C3BAA5E09,Skill 15392,COMMON,Problem Solving,Risk Assessment,,[],[],[]
BGSF24B375E755AAD23,Skill 15393,SPECIALIZED,Compliance,Regulatory Compliance,,[],[],[]
BGSF7431E28F9A1677A,Skill 15394,SPECIALIZED,Finance,Waterfall,,[],[],[]
BGS7AC533F281CDEFC8,Skill 15395,CERTIFICATION,Technology,Infrastructure,,[],[],[]
BGS502AC3FD2AA6F4DD,Skill 15396,SPECIALIZED,Compliance,Innovation,,[],[],[]
BGS34DCEB14DDD783FD,Skill 15397,CERTIFICATION,Technology,Investment Management,,[],[],[]
BGSDC90FDF6397B70B1,Skill 15398,CERTIFICATION,Project Management,Compliance Risk,,[],[],[]
BGSA17A302E6E48B358,Skill 15399,SPECIALIZED,Leadership,Resource Planning,,[],[],[]
BGS865FED686F61708F,Skill 15400,SPECIALIZED,Compliance,Resource Planning,,[],[],[]
BGSB841BC282B62A931,Skill 15401,COMMON,Customer Service,Investment Management,,[],[],[]
BGS567BA33F31FC3683,Skill 15402,CERTIFICATION,Communication,Strategic Planning,,[],[],[]
BGS8695ACC8A5855397,Skill 15403,CERTIFICATION,Finance,Infrastructure,,[],[],[]
BGSCBC805189F947574,Skill 15404,COMMON,Problem Solving,Service Delivery,,[],[],[]
BGS5B0F176E8876B21F,Skill 15405,CERTIFICATION,Technology,Market Risk,,[],[],[]
BGSBF5DFD1B07028AE1,Skill 15406,COMMON,Data Analysis,Policy Management,,[],[],[]
BGSBD2791839E150ACD,Skill 15407,CERTIFICATION,Data Analysis,Audit,,[],[],[]
BGSB3D8923D14008AC8,Skill 15408,CERTIFICATION,Customer Service,Critical Thinking,,[],[],[]
BGS69193D7036E7F5E6,Skill 15409,COMMON,Data Analysis,Waterfall,,[],[],[]
BGS668CBC3089735D82,Skill 15410,SPECIALIZED,Leadership,Stakeholder Management,,[],[],[]
BGSC73DC4B0CB5CD387,Skill 15411,SPECIALIZED,Technology,Statistical Analysis,,[],[],[]
BGSC6F2F2A325A9D5CE,Skill 15412,SPECIALIZED,Data Analysis,Critical Thinking,,[],[],[]
BGSDF137F71BCBC1530,Skill 15413,COMMON,Data Analysis,Financial Analysis,,[],[],[]
BGSA03D1A5F97850C6C,Skill 15414,SPECIALIZED,Data Analysis,Critical Thinking,,[],[],[]
BGS94DB79FBE0AF972B,Skill 15415,COMMON,Compliance,Data Engineering,,[],[],[]
BGSE6E51446470AFF2D,Skill 15416,SPECIALIZED,Communication,Critical Thinking,,[],[],[]
BGS4314056E80DB5AB1,Skill 15417,CERTIFICATION,Finance,Waterfall,,[],[],[]
BGSB90A4010657CB644,Skill 15418,COMMON,Risk Management,Client Support,,[],[],[]
BGS5EB3AA107267CD14,Skill 15419,COMMON,Project Management,Reporting,,[],[],[]
BGS774730EBAB584937,Skill 15420,COMMON,Finance,Investment Management,,[],[],[]
BGS575DB64F2D763610,Skill 15421,CERTIFICATION,Communication,Decision Making,,[],[],[]
BGS36EFBE2FDF3DDCE6,Skill 15422,SPECIALIZED,Project Management,Business Intelligence,,[],[],[]
BGSF13160766EAD840D,Skill 15423,SPECIALIZED,Communication,Service Delivery,,[],[],[]
BGS694967AC4387F065,Skill 15424,COMMON,Problem Solving,Critical Thinking,,[],[],[]
BGS17E7F751DD76BE9D,Skill 15425,SPECIALIZED,Project Management,Business Intelligence,,[],[],[]
BGS14132B2C60282E75,Skill 15426,SPECIALIZED,Customer Service,Critical Thinking,,[],[],[]
BGSC22E719C46F6457A,Skill 15427,SPECIALIZED,Finance,Infrastructure,,[],[],[]
BGSAB8C227C23C4541E,Skill 15428,COMMON,Customer Service,Risk Assessment,,[],[],[]
BGS02E34B2AFEFD2C45,Skill 15429,SPECIALIZED,Compliance,Audit,,[],[],[]
BGSF7843AE18AC28A10,Skill 15430,COMMON,Project Management,Account Management,,[],[],[]
BGS1C80D758673C4F3B,Skill 15431,CERTIFICATION,Finance,Agile,,[],[],[]
BGS6ADE33CCBFBD1DF7,Skill 15432,CERTIFICATION,Compliance,Waterfall,,[],[],[]
BGS124FDD70855F827F,Skill 15433,CERTIFICATION,Project Management,Risk Assessment,,[],[],[]
BGSD7DE258BE4E33E73,Skill 15434,SPECIALIZED,Finance,Resource Planning,,[],[],[]
BGS2BB545C184AF4FDF,Skill 15435,CERTIFICATION,Customer Service,Written Communication,,[],[],[]
BGS8C1BC83C8CCB09C6,Skill 15436,COMMON,Communication,Statistical Analysis,,[],[],[]
BGSAC991BB7A9CAC974,Skill 15437,COMMON,Project Management,Stakeholder Management,,[],[],[]
BGS15A8E8771B2DC03C,Skill 15438,CERTIFICATION,Technology,Account Management,,[],[],[]
BGSB16ADF2395244598,Skill 15439,CERTIFICATION,Problem Solving,Infrastructure,,[],[],[]
BGS66CC7BA23747B7E1,Skill 15440,COMMON,Compliance,Data Engineering,,[],[],[]
BGS9360515AD06778E3,Skill 15441,CERTIFICATION,Data Analysis,Decision Making,,[],[],[]
BGS8FC2B0E69FC1996B,Skill 15442,COMMON,Customer Service,Presentation,,[],[],[]
BGSF604C395F4BF1074,Skill 15443,SPECIALIZED,Customer Service,Client Support,,[],[],[]
BGS4904709E88E95A6E,Skill 15444,COMMON,Data Analysis,Waterfall,,[],[],[]
BGSB54209DA3761D480,Skill 15445,CERTIFICATION,Communication,Strategic Planning,,[],[],[]
BGS64C8AAA91E8B8C1A,Skill 15446,CERTIFICATION,Risk Management,Client Support,,[],[],[]
BGSE2BA93DBAC15205D,Skill 15447,CERTIFICATION,Project Management,Client Support,,[],[],[]
BGS86AE5CFAD38CC916,Skill 15448,CERTIFICATION,Problem Solving,Reporting,,[],[],[]
BGS7C8017450E1175F9,Skill 15449,CERTIFICATION,Problem Solving,Account Management,,[],[],[]
BGS64DF20C9BA9C46BE,Skill 15450,COMMON,Data Analysis,Financial Analysis,,[],[],[]
BGS14154FD21E08CEC1,Skill 15451,COMMON,Communication,Team Management,,[],[],[]
BGS5068AF3D96A7E553,Skill 15452,CERTIFICATION,Finance,Infrastructure,,[],[],[]
BGSCF91C9185F7B4724,Skill 15453,CERTIFICATION,Leadership,Decision Making,,[],[],[]
BGSE4D0F8B08E6C1CD0,Skill 15454,SPECIALIZED,Communication,Market Risk,,[],[],[]
BGS2A60B98C4805E5CB,Skill 15455,SPECIALIZED,Leadership,Compliance Risk,,[],[],[]
BGSD6B1814FA6802208,Skill 15456,COMMON,Leadership,Software Development,,[],[],[]
BGS421B4354FD260BD5,Skill 15457,CERTIFICATION,Customer Service,Operational Risk,,[],[],[]
BGS24368A75E62153FE,Skill 15458,SPECIALIZED,Communication,Operational Risk,,[],[],[]
BGSEF2E4A7FB7F0596D,Skill 15459,CERTIFICATION,Leadership,Team Management,,[],[],[]
BGSDD028C1D274CE2D7,Skill 15460,SPECIALIZED,Technology,Risk Assessment,,[],[],[]
BGS7D05E74DFDA7715E,Skill 15461,COMMON,Risk Management,Market Risk,,[],[],[]
BGS9EA919DBD665B902,Skill 15462,COMMON,Leadership,Operational Risk,,[],[],[]
BGSAED1F22E26FE54C7,Skill 15463,SPECIALIZED,Risk Management,Service Delivery,,[],[],[]
BGS2ED8DB09A055E9B0,Skill 15464,COMMON,Project Management,Policy Management,,[],[],[]
BGS1CA129FB545D16FB,Skill 15465,COMMON,Data Analysis,Critical Thinking,,[],[],[]
BGSA282FDC5349E4B16,Skill 15466,COMMON,Problem Solving,Service Delivery,,[],[],[]
BGSD90A91E42ADE090C,Skill 15467,SPECIALIZED,Compliance,Change Management,,[],[],[]
BGS39088435D87FFFAA,Skill 15468,CERTIFICATION,Compliance,Decision Making,,[],[],[]
BGS4C106FB8AD1478B9,Skill 15469,COMMON,Compliance,Agile,,[],[],[]
BGS5410568565BB187E,Skill 15470,COMMON,Technology,Account Management,,[],[],[]
BGSC4DAF130C6136829,Skill 15471,CERTIFICATION,Finance,Risk Assessment,,[],[],[]
BGS7935F2449C346D08,Skill 15472,SPECIALIZED,Data Analysis,Compliance Risk,,[],[],[]
BGS68DB986F283D7210,Skill 15473,SPECIALIZED,Technology,Risk Assessment,,[],[],[]
BGS7EAF4A8EA8ED16E0,Skill 15474,CERTIFICATION,Technology,Stakeholder Management,,[],[],[]
BGSA248E448B717F3EA,Skill 15475,SPECIALIZED,Risk Management,Service Delivery,,[],[],[]
BGS35B71E552D8842FA,Skill 15476,CERTIFICATION,Technology,Innovation,,[],[],[]
BGSBBFACB73D85A7453,Skill 15477,CERTIFICATION,Finance,Investment Management,,[],[],[]
BGS546D9B7532E05DEE,Skill 15478,COMMON,Risk Management,Policy Management,,[],[],[]
BGS7F5227DF3BD85656,Skill 15479,CERTIFICATION,Project Management,Reporting,,[],[],[]
BGSB6D79DA3E18BC7ED,Skill 15480,CERTIFICATION,Finance,Regulatory Compliance,,[],[],[]
BGS75481B81905E3034,Skill 15481,CERTIFICATION,Finance,Market Risk,,[],[],[]
BGS08732B7EB59CB444,Skill 15482,COMMON,Data Analysis,Reporting,,[],[],[]
BGS4B24821696FC87C0,Skill 15483,CERTIFICATION,Communication,Strategic Planning,,[],[],[]
BGS9DC62A5DDB849BCF,Skill 15484,CERTIFICATION,Project Management,Resource Planning,,[],[],[]
BGS7B4EDC9341A20766,Skill 15485,SPECIALIZED,Communication,Risk Assessment,,[],[],[]
BGS9C33A59541F3BA4A,Skill 15486,SPECIALIZED,Leadership,Market Risk,,[],[],[]
BGS725854B7DF7CEF0B,Skill 15487,SPECIALIZED,Leadership,Risk Assessment,,[],[],[]
BGS94837BB87ABC268C,Skill 15488,COMMON,Leadership,Infrastructure,,[],[],[]
BGS292A11EF0583D8E3,Skill 15489,SPECIALIZED,Communication,Market Risk,,[],[],[]
BGSAB2AAE7FAEA24FD6,Skill 15490,SPECIALIZED,Problem Solving,Decision Making,,[],[],[]
BGSD7AD7AE1F9B292D7,Skill 15491,COMMON,Customer Service,Market Risk,,[],[],[]
BGSF556AD61ECF05CA9,Skill 15492,COMMON,Finance,Data Engineering,,[],[],[]
BGS7A7427D75714E944,Skill 15493,SPECIALIZED,Project Management,Client Support,,[],[],[]
BGS8CE7FBD2999F5923,Skill 15494,COMMON,Technology,Risk Assessment,,[],[],[]
BGS7C7295C765B5C732,Skill 15495,CERTIFICATION,Communication,Compliance Risk,,[],[],[]
BGSB8F751C4C9C9276D,Skill 15496,CERTIFICATION,Compliance,Presentation,,[],[],[]
BGSEBBDD9A93994AEDF,Skill 15497,CERTIFICATION,Data Analysis,Presentation,,[],[],[]
BGSBB3B82743B6FEA40,Skill 15498,SPECIALIZED,Risk Management,Regulatory Compliance,,[],[],[]
BGS48EB9C80C039583E,Skill 15499,SPECIALIZED,Communication,Team Management,,[],[],[]
BGS4AF8EB9E51E5ED54,Skill 15500,COMMON,Compliance,Strategic Planning,,[],[],[]
BGS1079502DE3308B89,Skill 15501,CERTIFICATION,Finance,Data Engineering,,[],[],[]
BGSFB88E30507D02350,Skill 15502,SPECIALIZED,Data Analysis,Critical Thinking,,[],[],[]
BGS504927534EC82183,Skill 15503,SPECIALIZED,Compliance,Service Delivery,,[],[],[]
BGS009E975DC5874868,Skill 15504,COMMON,Compliance,Investment Management,,[],[],[]
BGS0CD05105D5ACBF7F,Skill 15505,CERTIFICATION,Communication,Audit,,[],[],[]
BGSED3B5FC0CB40C134,Skill 15506,SPECIALIZED,Project Management,Waterfall,,[],[],[]
BGS3AF89FFE9B9E6D70,Skill 15507,CERTIFICATION,Compliance,Critical Thinking,,[],[],[]
BGS37F5EC864A3C1848,Skill 15508,CERTIFICATION,Problem Solving,Business Intelligence,,[],[],[]
BGS6FC746B979A2722E,Skill 15509,COMMON,Data Analysis,Critical Thinking,,[],[],[]
BGS2DA4C0052A350040,Skill 15510,SPECIALIZED,Project Management,Client Support,,[],[],[]
BGSB6DD43DCC49B8F1C,Skill 15511,COMMON,Leadership,Client Support,,[],[],[]
BGS9FB849C94247B060,Skill 15512,CERTIFICATION,Customer Service,Critical Thinking,,[],[],[]
BGS88956FB0DDCFB36F,Skill 15513,CERTIFICATION,Customer Service,Resource Planning,,[],[],[]
BGSA64B486CC382BEDA,Skill 15514,SPECIALIZED,Project Management,Software Development,,[],[],[]
BGSE56D4FEE0619A054,Skill 15515,COMMON,Communication,Innovation,,[],[],[]
BGSFD5067CD57479C55,Skill 15516,COMMON,Communication,Financial Analysis,,[],[],[]
BGS0FF4C7DF45995966,Skill 15517,COMMON,Finance,Stakeholder Management,,[],[],[]
BGSB1EF0D0DD0E3EF57,Skill 15518,COMMON,Compliance,Market Risk,,[],[],[]
BGSA7036004A53D08B6,Skill 15519,COMMON,Customer Service,Critical Thinking,,[],[],[]
BGS6424CE8DCB1BC2FD,Skill 15520,SPECIALIZED,Leadership,Innovation,,[],[],[]
BGSCAE27617B38A585B,Skill 15521,CERTIFICATION,Customer Service,Presentation,,[],[],[]
BGS96A22421A88B9DD0,Skill 15522,COMMON,Technology,Reporting,,[],[],[]
BGS4DD742128DBECB83,Skill 15523,CERTIFICATION,Technology,Policy Management,,[],[],[]
BGS71437E589C6C6BFF,Skill 15524,COMMON,Leadership,Software Development,,[],[],[]
BGSE44BF045572C993A,Skill 15525,CERTIFICATION,Risk Management,Software Development,,[],[],[]
BGS9474C7CFF15D9A62,Skill 15526,COMMON,Compliance,Risk Assessment,,[],[],[]
BGS0D5C52C3E65AA3CC,Skill 15527,CERTIFICATION,Technology,Operational Risk,,[],[],[]
BGS75584BEC1325E10A,Skill 15528,CERTIFICATION,Leadership,Risk Assessment,,[],[],[]
BGSCAB14CE28DA883AE,Skill 15529,SPECIALIZED,Communication,Waterfall,,[],[],[]
BGSF6C9FF067D5998F0,Skill 15530,CERTIFICATION,Problem Solving,Reporting,,[],[],[]
BGSE1BCA6A140DFDC4C,Skill 15531,SPECIALIZED,Finance,Agile,,[],[],[]
BGSD3E3E1B12B785D8A,Skill 15532,SPECIALIZED,Risk Management,Team Management,,[],[],[]
BGSD2194E04642354DE,Skill 15533,SPECIALIZED,Technology,Data Engineering,,[],[],[]
BGS6B634E1EBC67F391,Skill 15534,CERTIFICATION,Leadership,Compliance Risk,,[],[],[]
BGSEDAD253D4D30CEFB,Skill 15535,COMMON,Customer Service,Change Management,,[],[],[]
BGSF95D05F1BEEAB64E,Skill 15536,SPECIALIZED,Customer Service,Investment Management,,[],[],[]
BGSE00E9B9AE00E99FA,Skill 15537,CERTIFICATION,Data Analysis,Compliance Risk,,[],[],[]
BGSD64A8106CA4AFD06,Skill 15538,SPECIALIZED,Technology,Risk Assessment,,[],[],[]
BGS7CF954A704AB7A72,Skill 15539,SPECIALIZED,Leadership,Change Management,,[],[],[]
BGSB2B995465BB4C25E,Skill 15540,COMMON,Customer Service,Operational Risk,,[],[],[]
BGSDC0CCC900B229A07,Skill 15541,CERTIFICATION,Leadership,Strategic Planning,,[],[],[]
BGSB8481E0D9F6C2269,Skill 15542,SPECIALIZED,Risk Management,Software Development,,[],[],[]
BGSC4AE3990A6D2BD79,Skill 15543,COMMON,Leadership,Regulatory Compliance,,[],[],[]
BGSEAFCEE08177262F7,Skill 15544,COMMON,Finance,Innovation,,[],[],[]
BGSF5309B24580F5321,Skill 15545,SPECIALIZED,Leadership,Financial Analysis,,[],[],[]
BGS1AE08FAEF6AA0EC4,Skill 15546,CERTIFICATION,Data Analysis,Agile,,[],[],[]
BGSB09B9FD6F13A5A4D,Skill 15547,CERTIFICATION,Communication,Written Communication,,[],[],[]
BGSD32537EDC812F154,Skill 15548,COMMON,Data Analysis,Resource Planning,,[],[],[]
BGSF46CA17A042A6F9C,Skill 15549,COMMON,Finance,Service Delivery,,[],[],[]
BGS6A84E2D5C9891BDC,Skill 15550,CERTIFICATION,Data Analysis,Audit,,[],[],[]
BGS13E3D536EA144702,Skill 15551,CERTIFICATION,Project Management,Statistical Analysis,,[],[],[]
BGS27548BD1CAFDCD8E,Skill 15552,SPECIALIZED,Data Analysis,Compliance Risk,,[],[],[]
BGS2FA6A301018CA7EA,Skill 15553,SPECIALIZED,Customer Service,Business Intelligence,,[],[],[]
BGS8E52BC6AD779A887,Skill 15554,CERTIFICATION,Risk Management,Business Intelligence,,[],[],[]
BGSE0879096AA388865,Skill 15555,COMMON,Project Management,Financial Analysis,,[],[],[]
BGSE16826E34205C1DE,Skill 15556,COMMON,Compliance,Investment Management,,[],[],[]
BGS67979A91074E652D,Skill 15557,COMMON,Finance,Waterfall,,[],[],[]
BGS40250866787191FD,Skill 15558,COMMON,Data Analysis,Software Development,,[],[],[]
BGS74FCFFBC42D09113,Skill 15559,CERTIFICATION,Technology,Strategic Planning,,[],[],[]
BGS2C85DF473A6573A2,Skill 15560,CERTIFICATION,Compliance,Statistical Analysis,,[],[],[]
BGS611235491DD9A855,Skill 15561,CERTIFICATION,Compliance,Reporting,,[],[],[]
BGS8D9F0B80C9D8A043,Skill 15562,SPECIALIZED,Project Management,Business Intelligence,,[],[],[]
BGSD84DA01E4A3A5E90,Skill 15563,SPECIALIZED,Leadership,Business Intelligence,,[],[],[]
BGS155D9BFE3AC04C43,Skill 15564,CERTIFICATION,Project Management,Operational Risk,,[],[],[]
BGSC553E072B827E6D8,Skill 15565,SPECIALIZED,Finance,Presentation,,[],[],[]
BGSAFB2ABD6859EE2B0,Skill 15566,SPECIALIZED,Project Management,Account Management,,[],[],[]
BGSA867B56D62F0578A,Skill 15567,SPECIALIZED,Data Analysis,Regulatory Compliance,,[],[],[]
BGSFCB51EC32EDD6B81,Skill 15568,COMMON,Technology,Investment Management,,[],[],[]
BGS2D475E04AE5F3F54,Skill 15569,CERTIFICATION,Compliance,Compliance Risk,,[],[],[]
BGS5A9B56B124154E10,Skill 15570,COMMON,Risk Management,Waterfall,,[],[],[]
BGS2F1A6D0FBD8B2E46,Skill 15571,CERTIFICATION,Customer Service,Critical Thinking,,[],[],[]
BGSF074E486733D3814,Skill 15572,SPECIALIZED,Project Management,Audit,,[],[],[]
BGS2DB6FFFBBAACE38D,Skill 15573,SPECIALIZED,Communication,Statistical Analysis,,[],[],[]
BGS8F20EFE474A1E59D,Skill 15574,COMMON,Leadership,Policy Management,,[],[],[]
BGSD24AD87C5DAE4CD1,Skill 15575,SPECIALIZED,Communication,Statistical Analysis,,[],[],[]
BGS667FDCDD58ED8E9D,Skill 15576,COMMON,Leadership,Decision Making,,[],[],[]
BGS53EAAB0FDB57907C,Skill 15577,CERTIFICATION,Problem Solving,Innovation,,[],[],[]
BGS1C9735ABD401E7B9,Skill 15578,SPECIALIZED,Compliance,Operational Risk,,[],[],[]
BGSE73A6C90F653A1AD,Skill 15579,COMMON,Leadership,Change Management,,[],[],[]
BGS3CEF16804F17AB7E,Skill 15580,SPECIALIZED,Finance,Compliance Risk,,[],[],[]
BGS6E861396D7D7899B,Skill 15581,CERTIFICATION,Leadership,Regulatory Compliance,,[],[],[]
BGS99B36163B7681146,Skill 15582,COMMON,Risk Management,Regulatory Compliance,,[],[],[]
BGS56A06EABBCD3B303,Skill 15583,CERTIFICATION,Customer Service,Service Delivery,,[],[],[]
BGS7FEC3D986E8D3BDB,Skill 15584,SPECIALIZED,Leadership,Compliance Risk,,[],[],[]
BGS922398778459B5CE,Skill 15585,CERTIFICATION,Communication,Team Management,,[],[],[]
BGSC5570E880B717450,Skill 15586,CERTIFICATION,Compliance,Agile,,[],[],[]
BGSA7FEA39DB997A637,Skill 15587,CERTIFICATION,Data Analysis,Regulatory Compliance,,[],[],[]
BGSD0DFA978C230D2E0,Skill 15588,CERTIFICATION,Customer Service,Stakeholder Management,,[],[],[]
BGS9CF4C5F89C9169F8,Skill 15589,COMMON,Problem Solving,Audit,,[],[],[]
BGS1A7999573B942D20,Skill 15590,COMMON,Finance,Investment Management,,[],[],[]
BGS7C1B03AFF10C6EAB,Skill 15591,SPECIALIZED,Data Analysis,Decision Making,,[],[],[]
BGSBD3BEB7CCBFD7E53,Skill 15592,COMMON,Communication,Market Risk,,[],[],[]
BGSA77F9820B9EE15C6,Skill 15593,SPECIALIZED,Data Analysis,Strategic Planning,,[],[],[]
BGS0EED834D7B8ADFE4,Skill 15594,CERTIFICATION,Customer Service,Market Risk,,[],[],[]
BGS3AF7EC6E9AEBB70E,Skill 15595,SPECIALIZED,Finance,Decision Making,,[],[],[]
BGS676B27763A1AE3ED,Skill 15596,SPECIALIZED,Communication,Audit,,[],[],[]
BGSA4BA6715B5F4DBD3,Skill 15597,COMMON,Technology,Statistical Analysis,,[],[],[]
BGS4B8B081C8A129C05,Skill 15598,SPECIALIZED,Communication,Presentation,,[],[],[]
BGS7AD902DC142F4C5F,Skill 15599,COMMON,Technology,Risk Assessment,,[],[],[]
BGSE300D72AFF9892A9,Skill 15600,COMMON,Compliance,Account Management,,[],[],[]
BGS6272129189B67DAE,Skill 15601,CERTIFICATION,Technology,Risk Assessment,,[],[],[]
BGSA539C3362FDD92A8,Skill 15602,SPECIALIZED,Finance,Change Management,,[],[],[]
BGSC524B7CC643668F0,Skill 15603,CERTIFICATION,Problem Solving,Compliance Risk,,[],[],[]
BGS454A728F0D323FE1,Skill 15604,SPECIALIZED,Customer Service,Infrastructure,,[],[],[]
BGS342DC239230160B4,Skill 15605,COMMON,Finance,Decision Making,,[],[],[]
BGS4482812CCD0D4D23,Skill 15606,COMMON,Communication,Team Management,,[],[],[]
BGS8317A38EAEEC29BD,Skill 15607,COMMON,Risk Management,Resource Planning,,[],[],[]
BGSBFC189C1EA88F4D5,Skill 15608,CERTIFICATION,Technology,Software Development,,[],[],[]
BGS35E828589F70A97C,Skill 15609,SPECIALIZED,Data Analysis,Stakeholder Management,,[],[],[]
BGS6EF502EA27D87DDE,Skill 15610,SPECIALIZED,Project Management,Client Support,,[],[],[]
BGSD4BEEE3FFBD1AFE4,Skill 15611,SPECIALIZED,Communication,Client Support,,[],[],[]
BGS4184C2F28C6EB535,Skill 15612,CERTIFICATION,Project Management,Data Engineering,,[],[],[]
BGS7047925C343CB4D8,Skill 15613,CERTIFICATION,Technology,Regulatory Compliance,,[],[],[]
BGS6382929AE6D01203,Skill 15614,CERTIFICATION,Finance,Strategic Planning,,[],[],[]
BGSC66D28C48B485C65,Skill 15615,CERTIFICATION,Compliance,Statistical Analysis,,[],[],[]
BGS5ED76A9044AEAFE5,Skill 15616,SPECIALIZED,Customer Service,Financial Analysis,,[],[],[]
