job_id,title,department,level,location,skills
R15663,Role 15663,55000046 Marketing (Manager 15663),Group 3,689 King St,"BGS5A37EAB7FBE50622:3,BGS81434A0AB7E52456:3,BGS6F8D3B3B1C14B560:3,BGS08C724BCB986B539:3"
R15664,Role 15664,55000019 Marketing (Manager 15664),Group 2,951 Queen St,"BGSBB0756A9075D917C:3,BGS8A420B4A26F4AA32:3,BGS97F809169385A45A:3,BGSEB2DFA973547DB76:3"
R15665,Role 15665,55000092 Marketing (Manager 15665),Group 1,962 Main St,"BGSCC67EBF5D47BDFCA:3,BGS68930E6FEDC71858:3,BGS676DFBE5AB85B031:3,BGS37BDBB7EB4C87143:3"
R15666,Role 15666,55000068 Customer Service (Manager 15666),Group 2,563 Main St,"BGS4B8866394A395D65:3,BGS56AA6643249D5DA7:3,BGS9CF4C5F89C9169F8:3"
R15667,Role 15667,55000145 Marketing (Manager 15667),Group 2,2 King St,"BGS8FD24AE8A7744BB2:3,BGS62F4EDF9641CDBFC:3,BGSC9F9DF155CCE7711:3"
R15668,Role 15668,55000194 Compliance (Manager 15668),Group 6,713 King St,"BGS62960C8F08669C6C:3,BGS19A6C0326D085539:3"
R15669,Role 15669,55000102 Operations (Manager 15669),Group 4,749 Main St,"BGSF4ED364B598E6AE1:3,BGS90F7724820EC3CC9:3,BGS8E2418ABCBD7E06B:3"
R15670,Role 15670,55000079 Risk (Manager 15670),Group 6,962 Main St,"BGS13D80BADC1833EA1:3,BGS5FB8C026EE292AD3:3"
R15671,Role 15671,55000075 HR (Manager 15671),Group 2,434 High St,"BGS245239DA4DFE9C59:3,BGS4D433F96963532BF:3,BGS32B19D4A7FF78DF1:3,BGS03499C0E6E452350:3"
R15672,Role 15672,55000084 Communications (Manager 15672),Group 6,339 Queen St,"BGS77DE3BB0C87ED73D:3,BGS8BC4D627A35F2E6C:3,BGS708B578C8FD80D7F:3"
R15673,Role 15673,55000168 Operations (Manager 15673),Group 1,33 High St,"BGS105A417F954C6F4B:3,BGS99A10397F51A715C:3,BGS78296BED8C530C2F:3,BGSCD3FAE8FF5CFEC54:3"
R15674,Role 15674,55000094 Risk (Manager 15674),Group 4,918 King St,"BGSBCB7E579AA406B58:3,BGS1C4654CE500F9F4C:3,BGSB8ACCCEFB251A3DF:3,BGS5760319AA273EB1E:3"
R15675,Role 15675,55000132 Compliance (Manager 15675),Group 3,397 Main St,"BGS2ECBA04CBC2E156A:3,BGSC1424E972D45D0F3:3,BGSC4C5F8601AF5A181:3,BGS2EF3EAB12CE2EDBD:3,BGS210F24C43402F6E9:3"
R15676,Role 15676,55000051 Operations (Manager 15676),Group 5,281 Main St,"BGSB872AB8ED66E3249:3,BGS5F907246E9A432EE:3,BGS39088435D87FFFAA:3,BGS16197329056192FB:3"
R15677,Role 15677,55000178 Technology (Manager 15677),Group 1,542 Main St,"BGS92B5663EA0616DC6:3,BGS04DA0B58B55A799E:3,BGSE6C643F4D551143B:3,BGS8EA4C8E8876DD58D:3"
R15678,Role 15678,55000033 Sales (Manager 15678),Group 2,555 Main St,"BGS75CD0D61846DECB4:3,BGS223D32B8C27AD0F9:3,BGSA11FBB70773F62D8:3"
R15679,Role 15679,55000171 Risk (Manager 15679),Group 2,451 High St,"BGS6B8761A301170F9B:3,BGSF412069003E86F18:3,BGS0C7F98A57C5C1547:3"
R15680,Role 15680,55000199 Sales (Manager 15680),Group 7,163 Main St,"BGSCE7756CE8F3CB2A3:3,BGSA7A90A4BDD4AA3A3:3,BGS18803C61C24AAE57:3"
R15681,Role 15681,55000057 Operations (Manager 15681),Group 7,252 High St,"BGS0F61792AED825E8A:3,BGS3C4BC7D795EDBA87:3,BGSA1B1F100F6B5506F:3"
R15682,Role 15682,55000027 Research (Manager 15682),Group 4,381 Queen St,"BGSB1A76E1384C112E8:3,BGS87ADF9968AAEFE92:3,BGS24BA51E2B7290EBE:3,BGS68E0E72EE87BA176:3"
R15683,Role 15683,55000195 Marketing (Manager 15683),Group 7,152 Main St,"BGSA03E0E42263AEC67:3,BGS7561A5B39574B4BE:3"
R15684,Role 15684,55000199 Finance (Manager 15684),Group 7,623 Queen St,"BGS6906A87163F419B9:3,BGS7E049A7C24B539ED:3,BGS486E6131650CE8E3:3,BGS779BBBB3B5A68FB3:3,BGS0F223B170ABE88BB:3"
R15685,Role 15685,55000103 Facilities (Manager 15685),Group 5,491 Main St,"BGS56B9A82424F8A4F9:3,BGSB2BF5A64398CC74B:3"
R15686,Role 15686,55000110 Operations (Manager 15686),Group 3,828 Queen St,"BGS037E97774EE24514:3,BGS38E80B612CB425BC:3,BGS2178E81B78B76D21:3"
R15687,Role 15687,55000037 Compliance (Manager 15687),Group 1,281 King St,"BGS5AFD5E17292E1FEB:3,BGSEE77D7BD7474AADF:3,BGSB13592089DD4F312:3,BGS7D89304E4250ED99:3,BGS9939141CEA562EA2:3"
R15688,Role 15688,55000191 Customer Service (Manager 15688),Group 7,149 King St,"BGSC70E56F9972C757D:3,BGS0CD1B50D1E9611BB:3,BGSBC0C8CAC5BF8C4C1:3"
R15689,Role 15689,55000034 Marketing (Manager 15689),Group 4,517 High St,"BGSCD98918D14FAD6A8:3,BGSEA3772603633BDD3:3,BGS6D5ADA490A1DC71E:3,BGS45566F1D9FA21341:3,BGS5291CA23F47B2888:3"
R15690,Role 15690,55000040 Marketing (Manager 15690),Group 5,643 Main St,"BGS31F6520A020E1D4D:3,BGSAD59DD101220A53A:3,BGS4FC2C66C32A02E44:3"
R15691,Role 15691,55000039 Technology (Manager 15691),Group 1,12 Queen St,"BGS991E509DB028A202:3,BGSFC2662C89CCC01C6:3"
R15692,Role 15692,55000138 Facilities (Manager 15692),Group 1,937 Queen St,"BGS461D8A9E0D6146A9:3,BGS817DEC6D26C708AA:3,BGSB971680793B62141:3,BGS67510B4AA6A52F8B:3,BGSD6351C955E73E141:3"
R15693,Role 15693,55000178 Technology (Manager 15693),Group 2,585 King St,"BGSF69B67D9DCDAC700:3,BGS9AF3DC981199639D:3,BGSF4F31CA158FA4A5F:3,BGS44567C2AB973B032:3,BGS608D8869F6E5AC35:3"
R15694,Role 15694,55000175 Operations (Manager 15694),Group 4,299 King St,"BGS47440C7BC8BD97B4:3,BGS310D75A3C7361A57:3"
R15695,Role 15695,55000165 Technology (Manager 15695),Group 7,381 King St,"BGS24F1BD31C1E50B49:3,BGSDF5031FA076996F8:3,BGS44567C2AB973B032:3,BGSE5F43044E1D57E15:3,BGS809A2944F44E3EB6:3"
R15696,Role 15696,55000186 Customer Service (Manager 15696),Group 2,668 Queen St,"BGS48D422FF9B5FDA67:3,BGSF0FB6D63F9F55F1F:3,BGS7F5400844260410A:3,BGSFF43C84892297C03:3,BGSC4321F3300F197F9:3"
R15697,Role 15697,55000086 Finance (Manager 15697),Group 1,583 Queen St,"BGSEE8E46D92751A2E0:3,BGSA343573D6F57C731:3,BGSE06E89B685E98223:3,BGS1751289A0DB93E2E:3,BGS17C82ED5A6305A5A:3"
R15698,Role 15698,55000099 Marketing (Manager 15698),Group 5,463 Main St,"BGS625E1DB4F1904D79:3,BGSBF092FB4EBB1DFEC:3,BGS1323314F645EA3E1:3"
R15699,Role 15699,55000133 Risk (Manager 15699),Group 3,196 High St,"BGS29956BB691FC2EAF:3,BGSEA58D4A6E078144D:3,BGS097DA6144CA8BDA3:3,BGSEFB30A89292C4DC1:3,BGS67B00E2B81AEE2AC:3"
R15700,Role 15700,55000091 HR (Manager 15700),Group 3,555 High St,"BGS8A36BD0D6D7CAD8E:3,BGS6CEF7B5260DA32ED:3,BGSDFDD03788C85D8C7:3,BGSF51C78E569669B91:3"
R15701,Role 15701,55000043 Research (Manager 15701),Group 4,818 High St,"BGSCF222678090487F3:3,BGSBCAE6D8B778B3E4C:3"
R15702,Role 15702,55000182 Legal (Manager 15702),Group 4,445 High St,"BGSBFE276B9656212B8:3,BGSE53A2DF8A1730109:3,BGSDC6A7AD24B56272E:3,BGS4977F4E7D4CF09FE:3"
R15703,Role 15703,55000115 Product (Manager 15703),Group 6,101 Main St,"BGS5A1E749CB299AB52:3,BGS07B0D5B5E10C003B:3,BGSDB151B22E2708049:3,BGS226B2344A8A2B1B7:3"
R15704,Role 15704,55000165 Finance (Manager 15704),Group 3,421 Queen St,"BGS52D5DDA7CE0704ED:3,BGSE3C176453394600F:3,BGS43D1738C1D8D198C:3"
R15705,Role 15705,55000183 Customer Service (Manager 15705),Group 6,58 King St,"BGSB24B811719081C45:3,BGS594B86A08E05367A:3"
R15706,Role 15706,55000109 Product (Manager 15706),Group 6,554 High St,"BGS0D33A382EE93365B:3,BGSEA8C976FF256FF0B:3,BGS47EAA4686B7567C4:3,BGS66DBC1346E1BC0B9:3"
R15707,Role 15707,55000174 Strategy (Manager 15707),Group 7,43 High St,"BGSB267BFB3DD8DB8BF:3,BGSD64A8106CA4AFD06:3,BGS396567B80DD8BB37:3,BGSDEB63B4057A0838C:3"
R15708,Role 15708,55000127 Legal (Manager 15708),Group 3,446 High St,"BGSC581174FB22FA0BB:3,BGS57FAC122659E42D1:3,BGSC70D6A4D618A63BF:3,BGSB8C7629D0D943CB0:3"
R15709,Role 15709,55000081 Risk (Manager 15709),Group 2,993 High St,"BGS20F0F54F740E3739:3,BGS338F1E822A56995E:3,BGSF6A18C81D6F4FC7C:3,BGS342A50AA6B1E6D67:3,BGSFAB93CE4E37DD610:3"
R15710,Role 15710,55000113 Finance (Manager 15710),Group 7,1 Queen St,"BGS1CB7BDF6068C6ADB:3,BGSA347713B12B7678F:3,BGS83E9D5DB5F791F7C:3,BGSC784E676701100E6:3,BGS653E0EA20EBCDC68:3"
R15711,Role 15711,55000138 Facilities (Manager 15711),Group 4,357 High St,"BGSE3EBB17A84778DC3:3,BGSE929A2CCCA6AE1A7:3,BGS59141CAB5C4550C2:3,BGSEE68A098BF2A8AD8:3,BGS231BC78149C48027:3"
R15712,Role 15712,55000082 Strategy (Manager 15712),Group 6,967 Main St,"BGS71FA219B35904E3F:3,BGS617DC93C2F87E816:3"
R15713,Role 15713,55000037 Facilities (Manager 15713),Group 5,296 King St,"BGSE0BB88134E4C64F7:3,BGS6BB68ECA6D69D3E3:3,BGS0E071BEE46BE4786:3"
R15714,Role 15714,55000124 Strategy (Manager 15714),Group 3,890 High St,"BGS4819EFF887071ACC:3,BGSEE972FF4D1198174:3,BGSEFBD0F8221200917:3,BGS5A3546DBA538242E:3"
R15715,Role 15715,55000109 Operations (Manager 15715),Group 1,429 High St,"BGSD642A6A616339AAB:3,BGS39E77C7D9B45B3A2:3"
R15716,Role 15716,55000158 Marketing (Manager 15716),Group 2,307 High St,"BGSB614C47335E064B3:3,BGS5A50E4DB92110ED3:3,BGS0F73A13F06F01F1D:3,BGS6982647E591FA4F1:3"
R15717,Role 15717,55000079 Communications (Manager 15717),Group 3,160 King St,"BGS4688673C182B7558:3,BGS274AB01C11728667:3,BGS7B409F9CE30A48B9:3,BGS35B71E552D8842FA:3"
R15718,Role 15718,55000015 Finance (Manager 15718),Group 6,907 Main St,"BGS631145316129F2C0:3,BGS3CFAB0FE5C192C0C:3,BGS56FA9836AAA5A460:3"
R15719,Role 15719,55000029 Sales (Manager 15719),Group 5,169 High St,"BGSAA3A8E3ADEC41CFC:3,BGS2FB1FE48343A5921:3,BGSAEFD1A9176168B11:3"
R15720,Role 15720,55000117 Communications (Manager 15720),Group 6,858 High St,"BGS3AA364E4C43BDA19:3,BGSFB3C51BB703147A0:3"
R15721,Role 15721,55000155 Sales (Manager 15721),Group 1,517 Queen St,"BGS3BE6871975158E67:3,BGSC7BD357706917907:3"
R15722,Role 15722,55000110 Marketing (Manager 15722),Group 7,741 King St,"BGS3B5CE1F84C81D751:3,BGSEF6E18097E2E2E5D:3,BGS1D95BB2BDCB88B35:3,BGS6913A494DECBF071:3"
R15723,Role 15723,55000180 Sales (Manager 15723),Group 6,21 Queen St,"BGS3C1D0BB11C37C9BB:3,BGS51C9FEF62AB84332:3,BGS8B6641882F8ACD0A:3,BGSF2C59019DC8F9B86:3"
R15724,Role 15724,55000025 Technology (Manager 15724),Group 6,497 King St,"BGS89F0ADB427C09FA2:3,BGS18FD8ECD27D0D234:3,BGS43B9CE9CCB16B2C6:3"
R15725,Role 15725,55000031 Sales (Manager 15725),Group 5,327 Main St,"BGS4937DC7C0BD42B96:3,BGS32D2AF61A7EA6AB9:3,BGS37E5E11A1E410F8B:3,BGSCF131244AA5022AB:3,BGS6919E22C10B4123B:3"
R15726,Role 15726,55000123 Finance (Manager 15726),Group 1,762 High St,"BGSCE00D386D93DD5DE:3,BGS3A4D980246EFE56D:3,BGS2F125BD3AFBFF33C:3,BGS5D40265FE3E67FBA:3"
R15727,Role 15727,55000041 Legal (Manager 15727),Group 2,578 High St,"BGSF2E881E876A391A9:3,BGSD18969D7A0B746B1:3,BGS801142F38A086E86:3,BGSA6B49C220265821F:3,BGSFFFCCF2FC6BBB7E1:3"
R15728,Role 15728,55000064 Technology (Manager 15728),Group 7,134 King St,"BGS573245AE352C6AA1:3,BGSB806C5D052003A5B:3,BGS2D475E04AE5F3F54:3,BGS87195DD19B78367B:3"
R15729,Role 15729,55000010 Research (Manager 15729),Group 3,864 High St,"BGSFA36C3D06374AFAC:3,BGS47E64D471E0910AD:3,BGSC5570E880B717450:3,BGSFE90D50A04035083:3"
R15730,Role 15730,55000003 Strategy (Manager 15730),Group 1,113 King St,"BGSFDB414DE92B73BE7:3,BGS32311CCE50CA4388:3"
R15731,Role 15731,55000054 Communications (Manager 15731),Group 5,917 Queen St,"BGSB4CEDFD7643EAF14:3,BGSC15F4497A19AE457:3,BGS6B70E4AA7E2BD17C:3"
R15732,Role 15732,55000073 Customer Service (Manager 15732),Group 1,525 Main St,"BGS5FD9C166EF411CEC:3,BGS23CE837D9C501B18:3,BGS095B7A15A3C9BA63:3,BGSC09761460B8C7BB9:3,BGS270A184C4CD84AEE:3"
R15733,Role 15733,55000158 Technology (Manager 15733),Group 5,787 King St,"BGS4EE5E97275E413E9:3,BGS051C40B453FF0F14:3,BGSADF7905F9102C62A:3"
R15734,Role 15734,55000138 HR (Manager 15734),Group 6,148 Queen St,"BGS259A51009EE43391:3,BGSC65DE3B462C80326:3"
R15735,Role 15735,55000183 Product (Manager 15735),Group 4,418 High St,"BGS1422F2DB83B71940:3,BGS34F54D56752D257B:3,BGS3DA49C4C6BB8500A:3,BGSF20335BA05BAD938:3"
R15736,Role 15736,55000078 Customer Service (Manager 15736),Group 5,525 High St,"BGS87EF3DB5F1430593:3,BGS519A97D7FBBE410B:3,BGS7EE44981405165B2:3"
R15737,Role 15737,55000191 Facilities (Manager 15737),Group 2,569 King St,"BGS93D11EE7EBA431F0:3,BGS321352C1B0C296E2:3,BGS27420ED26B61BE51:3,BGS289FAF9FB664581F:3,BGSC5165609F8E5302C:3"
R15738,Role 15738,55000021 Product (Manager 15738),Group 2,900 Main St,"BGSDC5DCE158EF8185D:3,BGS123C399B50B1CA42:3,BGS4388D48B2E486D1E:3,BGSC866D44EE69A08AF:3"
R15739,Role 15739,55000025 Legal (Manager 15739),Group 7,686 King St,"BGSCB3BC7744670D6B9:3,BGS518F3B989FED8DFA:3"
R15740,Role 15740,55000037 Technology (Manager 15740),Group 5,784 Main St,"BGS0C327767F818A142:3,BGSA4C2229579FA9402:3,BGS2019C61DF4B3D522:3,BGSF3E96B01DAA01ABA:3,BGSDF1E7947F8393054:3"
R15741,Role 15741,55000023 Operations (Manager 15741),Group 7,252 High St,"BGS051C418E58677F7C:3,BGSE5C6B7B29890DA77:3,BGS8C0CA7C295BA0C08:3"
R15742,Role 15742,55000043 Risk (Manager 15742),Group 4,2 King St,"BGSE9136F0AED644AB4:3,BGS462061FE680EB52D:3,BGS66D29309CA1F136C:3"
R15743,Role 15743,55000105 Customer Service (Manager 15743),Group 1,191 Main St,"BGS34C4E3B6E6E9633D:3,BGSB8BC33E42A43C0C6:3,BGS024FCC5D7A80D07D:3"
R15744,Role 15744,55000120 Product (Manager 15744),Group 5,820 King St,"BGSAD42043F2197010B:3,BGS06EC1F86412846DF:3,BGS67E12D626CC9EF5D:3,BGSB531FF2B7925B4DE:3,BGS65F1034B0791BF9A:3"
R15745,Role 15745,55000191 HR (Manager 15745),Group 7,306 Queen St,"BGS38F51E3EAC5AB917:3,BGS0B3458C60632F5B6:3"
R15746,Role 15746,55000107 Marketing (Manager 15746),Group 2,897 Queen St,"BGSD2B152AE0DEF1AAF:3,BGS5D07761CAE747C9D:3,BGSCC1045EE47AA55B4:3,BGS2B51B68A5893B3D3:3,BGS71CD46CEE2F1EEC1:3"
R15747,Role 15747,55000200 Finance (Manager 15747),Group 4,134 Queen St,"BGS1076F53738189A2C:3,BGS309102A75A1331C9:3,BGS211AA10CE6F6C195:3,BGS5DDDECE83EAFA697:3"
R15748,Role 15748,55000100 Risk (Manager 15748),Group 5,892 Main St,"BGSEB2DFA973547DB76:3,BGS30398A8564341DA2:3,BGS9D3EF8DE4E851510:3,BGS5848C1B41B6CC84D:3"
R15749,Role 15749,55000148 Research (Manager 15749),Group 2,103 High St,"BGSB2BF5A64398CC74B:3,BGS2227B66B3343A57B:3"
R15750,Role 15750,55000016 Product (Manager 15750),Group 5,708 Main St,"BGSE2C011AD68B93DCD:3,BGS2EA3701B30FD3EFA:3,BGS58FE3A75F440A3B5:3,BGSA678CB0444F4D2AB:3"
R15751,Role 15751,55000166 Research (Manager 15751),Group 1,690 High St,"BGSE9D3D896C981FDB3:3,BGS2480FCAAEBB44D09:3,BGSD89769C079CDBB40:3"
R15752,Role 15752,55000134 Risk (Manager 15752),Group 6,628 Queen St,"BGSDF718670AE75F1C9:3,BGS5801737C770015D8:3,BGS9AF2A5945AC1B7A3:3,BGS3622F5629DC8B53F:3"
R15753,Role 15753,55000111 Communications (Manager 15753),Group 2,621 King St,"BGS9CEC5C1E6377282A:3,BGS8A66761A4CA38ADD:3,BGSCAC91CE24D40051B:3,BGSFBCE1E36FC2F7045:3"
R15754,Role 15754,55000095 Sales (Manager 15754),Group 3,428 High St,"BGSFE8E9B8AFBB340D6:3,BGS8C6DF0E3BDEE51D3:3"
R15755,Role 15755,55000006 Customer Service (Manager 15755),Group 3,89 Queen St,"BGSE99982A6C589233E:3,BGSFBA88BD31DEE557A:3,BGSF01078B213770CA8:3,BGS24486019F55AAA67:3"
R15756,Role 15756,55000076 HR (Manager 15756),Group 4,592 Queen St,"BGS20DB7DC2A0159EF3:3,BGS5B450D44915FC185:3,BGS91D3F96203675A56:3"
R15757,Role 15757,55000116 Compliance (Manager 15757),Group 6,816 King St,"BGS51ADB01C54FD7A89:3,BGS8F2463C4CD5217F8:3,BGSBA855FD2BBA91BC7:3"
R15758,Role 15758,55000060 Compliance (Manager 15758),Group 3,397 Main St,"BGS0622DBA4EF6F06D8:3,BGS66F31CE27E511857:3,BGSDE6770D520851875:3,BGSDC89851A4A9E5B07:3"
R15759,Role 15759,55000172 Strategy (Manager 15759),Group 2,468 High St,"BGSD5269C1D5B24AA5C:3,BGS37B16C58596F841A:3,BGS7B4353D816721DA4:3,BGS3D83909343989171:3,BGS3BD2E50106EC439F:3"
R15760,Role 15760,55000181 Product (Manager 15760),Group 4,734 Queen St,"BGS2C8B432A5B6C872A:3,BGSF7B67A293A65425C:3"
R15761,Role 15761,55000001 Strategy (Manager 15761),Group 4,953 Queen St,"BGS36C6A577814F5390:3,BGS182A9D774362D914:3,BGSCBB4F1A2AC1C9EBE:3"
R15762,Role 15762,55000025 Compliance (Manager 15762),Group 3,799 Queen St,"BGS1ACC2EC52C6E3BBE:3,BGSB4F1FF7D10987117:3,BGSB2A042E8040A945D:3"
R15763,Role 15763,55000097 Compliance (Manager 15763),Group 4,297 Queen St,"BGS140E0B10D701B6DB:3,BGS293D2A0514705DD5:3"
R15764,Role 15764,55000147 Facilities (Manager 15764),Group 2,396 High St,"BGS3081E57952904CCC:3,BGSE5859C0914D915B7:3"
R15765,Role 15765,55000173 Risk (Manager 15765),Group 6,686 High St,"BGSF751FE3D2B7A1037:3,BGS0FEC6868B3AC3079:3,BGSA6AF4B45DE659970:3,BGS66BA1D2F130F5415:3,BGS44421C0B0C59A137:3"
R15766,Role 15766,55000140 Legal (Manager 15766),Group 6,379 Main St,"BGS5848C1B41B6CC84D:3,BGSAE7444D9BD4389AD:3,BGS05F5C3EEFBB32C74:3,BGS449634FECC520B17:3"
R15767,Role 15767,55000147 Compliance (Manager 15767),Group 1,357 Queen St,"BGS36286603318550A5:3,BGSCDCB0D59CA57E963:3"
R15768,Role 15768,55000150 Risk (Manager 15768),Group 1,872 Queen St,"BGSF50937936A2E935D:3,BGS22E8A2D52C858CA5:3,BGS2EDCB5158282B066:3"
R15769,Role 15769,55000013 HR (Manager 15769),Group 1,159 King St,"BGS4B3B09AF247806A2:3,BGSA9EC0292B45EB039:3,BGS89AA96825E9DA311:3,BGSFD8DB37F7A13EB06:3,BGSA59033428FD417C7:3"
R15770,Role 15770,55000172 Legal (Manager 15770),Group 3,377 King St,"BGS45AA4621C41EB4CC:3,BGS0C13D9E9ABBC9B25:3,BGS0FDA2773FD1861EB:3,BGS464190D05C81F57E:3"
R15771,Role 15771,55000168 HR (Manager 15771),Group 6,289 Main St,"BGSFA1049F10518B828:3,BGS39805D1588955434:3,BGS9D27475ACBB77D9A:3,BGS7D8B4F3BA4C1C31B:3"
R15772,Role 15772,55000020 HR (Manager 15772),Group 2,509 High St,"BGS080197613BC706FC:3,BGS6418F6156349DD39:3"
R15773,Role 15773,55000053 Finance (Manager 15773),Group 6,328 Queen St,"BGS8CCE0DCCB18938CB:3,BGSC72FF4A30379AEEB:3,BGS40E6A322391062DF:3"
R15774,Role 15774,55000027 Customer Service (Manager 15774),Group 7,123 Queen St,"BGSD7C13039285B9C9E:3,BGSEE2FEAF0D99BA3F2:3"
R15775,Role 15775,55000073 Customer Service (Manager 15775),Group 7,475 King St,"BGS5C19E2B62A5C811C:3,BGS6543D867C7877267:3,BGSAE36EFAEF941D9FD:3,BGS43F5CB317A5D8A73:3"
R15776,Role 15776,55000157 Communications (Manager 15776),Group 5,909 King St,"BGSE84D42F7AAA0E022:3,BGS23A8013411BF53D7:3,BGSD7812E82B5A8D9AA:3,BGSAE4022E2696843E4:3,BGSD4F86B41F088FFD8:3"
R15777,Role 15777,55000131 Compliance (Manager 15777),Group 3,81 Queen St,"BGS697E2087C22D1524:3,BGSEF648862F6F8445F:3,BGS35C4E5D1642F5F7F:3,BGS36B227124FE4EB98:3"
R15778,Role 15778,55000156 Finance (Manager 15778),Group 4,350 King St,"BGS4AE6E0CDA73287F4:3,BGS83FCD9837046C7B4:3,BGS40484B7F5204465C:3,BGS6038E2B5772D366D:3,BGSC2BED7BD1A150EEA:3"
R15779,Role 15779,55000189 Customer Service (Manager 15779),Group 7,208 Queen St,"BGS09BBA9CB3A56D645:3,BGS202DA9C52D653451:3,BGS029CFF4FE18D4DB3:3,BGSB7E20529D2FC3360:3,BGS7D3F098ADD8D4791:3"
R15780,Role 15780,55000013 Risk (Manager 15780),Group 2,795 High St,"BGSBFD71ED52186B085:3,BGS147922E9B12937DB:3,BGS5A4A04CCDA8449B5:3,BGS4241FE072434C2B5:3"
R15781,Role 15781,55000090 Compliance (Manager 15781),Group 5,474 King St,"BGS03F0573D33466252:3,BGS4669E21B77AA9F46:3"
R15782,Role 15782,55000150 Facilities (Manager 15782),Group 1,879 King St,"BGSFA6F2F25E1DCAD84:3,BGS2AD2C103F441A9A9:3"
R15783,Role 15783,55000192 Marketing (Manager 15783),Group 5,261 Queen St,"BGS4446A626B73F52F0:3,BGS26865F8A8DBC2997:3,BGS194FD4A5A4334B31:3,BGS3C44E1AFD46D8F89:3"
R15784,Role 15784,55000199 Operations (Manager 15784),Group 2,945 Queen St,"BGSC59135E7F0BB47E0:3,BGS162E6B2458E12E8E:3"
R15785,Role 15785,55000138 Communications (Manager 15785),Group 1,33 King St,"BGSD651DDFCC34C7811:3,BGS29AC89F008244CD5:3,BGSC6053FE98BBD5510:3,BGS7E8B07D139A5F968:3"
R15786,Role 15786,55000027 Marketing (Manager 15786),Group 6,269 Main St,"BGS69779760EC3F94CD:3,BGS1B6D9C71C90FF074:3"
R15787,Role 15787,55000092 Risk (Manager 15787),Group 5,886 Main St,"BGS1A9443A3751E4E6A:3,BGSF623727557721F5A:3,BGS176041F92AB264DE:3,BGS19EEC7C21F860752:3,BGSF79E72BDD74EC90F:3"
R15788,Role 15788,55000031 Legal (Manager 15788),Group 1,771 King St,"BGS128064948C120544:3,BGS2B84615BB27AAA6D:3,BGS33E4AC5973592928:3,BGSA10108F5DC5AD120:3"
R15789,Role 15789,55000004 Strategy (Manager 15789),Group 2,778 High St,"BGSCF4C814F8899B934:3,BGS4537F9BA725FEEE7:3,BGS9F946A2FB75B8495:3,BGS11341CE650A687AA:3"
R15790,Role 15790,55000163 Sales (Manager 15790),Group 7,404 High St,"BGS24AFB54EF8DA6955:3,BGSAA4D1C03B68025D5:3,BGS3812A9C316E1C877:3,BGSBD5882B201973D4E:3,BGS6E89B08C3CC41E80:3"
R15791,Role 15791,55000067 Product (Manager 15791),Group 5,598 Main St,"BGS842C667DB35BB73A:3,BGSBF06BC130C49F4A0:3,BGS988B07108166ECF8:3,BGS50900E819ADEC2C9:3,BGS45485FB5A08973BC:3"
R15792,Role 15792,55000003 Product (Manager 15792),Group 3,606 King St,"BGS61AA846EB8F15BC3:3,BGSCDE6F9299EDC0E59:3,BGS8B58A578BA4E8360:3"
R15793,Role 15793,55000027 Technology (Manager 15793),Group 4,921 Main St,"BGSBFAB295416CDEB49:3,BGS7ED09727EA1A8A50:3,BGS9A3497366EC69ACD:3"
R15794,Role 15794,55000008 Sales (Manager 15794),Group 7,654 King St,"BGSE7F577BDA5782442:3,BGSB1C2E6F8219AA294:3"
R15795,Role 15795,55000101 HR (Manager 15795),Group 1,992 Queen St,"BGSF00C96CD550263AE:3,BGS3185A93FC01908B9:3,BGS64B28F661813882D:3,BGS9059FD19A9638535:3,BGS722E721ED9AE2107:3"
R15796,Role 15796,55000006 Customer Service (Manager 15796),Group 6,566 King St,"BGS5637BF3E88A6E537:3,BGS14D03C6A3679BB00:3,BGS57770222CC3CE99B:3,BGS59C813809B89AEA3:3"
R15797,Role 15797,55000200 Product (Manager 15797),Group 2,68 Queen St,"BGS3871A30C3873555A:3,BGS86B25E831367EA7F:3"
R15798,Role 15798,55000190 Strategy (Manager 15798),Group 5,219 Queen St,"BGS4E6EFB840753F270:3,BGS7C266F8A062F283D:3,BGS8B84E44570FCCFAD:3"
R15799,Role 15799,55000141 Communications (Manager 15799),Group 2,436 Main St,"BGSFE6DF4CB52FCF4D6:3,BGSEC9AAC3AC99B3F99:3"
R15800,Role 15800,55000030 Technology (Manager 15800),Group 2,648 Main St,"BGSCEEC43D456DFB0EF:3,BGS9CF3D07B5EEFEBD8:3,BGS05FB8395EA8EA421:3,BGS501E79D50ABEA843:3"
R15801,Role 15801,55000066 Risk (Manager 15801),Group 4,714 King St,"BGS7B35A15DA76A8B46:3,BGSB1E2113EF66F5AAE:3,BGS25FBC2FBB3954BF6:3,BGS7DB0B99FC2C518F7:3"
R15802,Role 15802,55000082 Risk (Manager 15802),Group 4,217 Main St,"BGSA09CD994D8A1EA57:3,BGS5B6C09F0C0E298F5:3,BGS18481CB16644414B:3,BGS9769B59B98952C09:3"
R15803,Role 15803,55000024 Strategy (Manager 15803),Group 5,797 Queen St,"BGSA39EA931B8AAED16:3,BGS74FDA20ABF1948FE:3"
R15804,Role 15804,55000106 Communications (Manager 15804),Group 4,896 King St,"BGS13AFDFD4A78C6564:3,BGSD58E17D680A2239E:3,BGSC23FCE72DD7A1564:3"
